checkpoint,language,task,lm_task_name,accuracy,num_fewshot,random_chance,rankme,pr,alpha_req,top_1_var,top_5_var,top_10_var,top_25_var,top_50_var,top_100_var,top_250_var,top_500_var,top_1000_var,rankme_layer,rankme_aggregation
199B,Chinese,m_mmlu,m_mmlu_zh,0.2717052791492594,5,0.25,128.9883,12.6159,0.659096,0.2466,0.4701,0.5419,0.6099,0.6568,0.7038,0.7746,0.8357,0.9023,layer_29,last
210B,Chinese,m_mmlu,m_mmlu_zh,0.25415875427269274,5,0.25,133.3971,13.3126,0.657673,0.2359,0.4674,0.5373,0.6063,0.6546,0.7024,0.7733,0.8344,0.9013,layer_29,last
220B,Chinese,m_mmlu,m_mmlu_zh,0.2699582225598177,5,0.25,131.2722,12.7054,0.662198,0.245,0.4685,0.5387,0.606,0.6534,0.7009,0.7724,0.8343,0.9018,layer_29,last
231B,Chinese,m_mmlu,m_mmlu_zh,0.26631219141663504,5,0.25,125.8305,11.9942,0.665803,0.2558,0.4773,0.5429,0.6091,0.6563,0.7037,0.775,0.8365,0.9033,layer_29,last
241B,Chinese,m_mmlu,m_mmlu_zh,0.2641853399164451,5,0.25,111.7316,10.2563,0.655513,0.2856,0.4952,0.5603,0.6238,0.6687,0.713,0.7797,0.8387,0.9039,layer_29,last
252B,Chinese,m_mmlu,m_mmlu_zh,0.2703380174705659,5,0.25,134.1676,14.7693,0.66588,0.2148,0.4627,0.5403,0.6126,0.6619,0.7098,0.7792,0.839,0.9045,layer_29,last
262B,Chinese,m_mmlu,m_mmlu_zh,0.26479301177364223,5,0.25,134.0644,14.7374,0.668357,0.2155,0.4624,0.539,0.6128,0.6623,0.7103,0.7799,0.8397,0.905,layer_29,last
273B,Chinese,m_mmlu,m_mmlu_zh,0.2683630839346753,5,0.25,134.5409,16.5896,0.663723,0.1871,0.4622,0.5442,0.6202,0.6699,0.7172,0.7849,0.8429,0.9064,layer_29,last
283B,Chinese,m_mmlu,m_mmlu_zh,0.25567793391568555,5,0.25,129.3678,16.0565,0.660166,0.1884,0.4698,0.551,0.6256,0.6746,0.7214,0.7877,0.8446,0.9071,layer_29,last
294B,Chinese,m_mmlu,m_mmlu_zh,0.2575769084694265,5,0.25,125.0422,16.1419,0.668233,0.1759,0.4748,0.5556,0.6305,0.6794,0.7262,0.7932,0.8497,0.9107,layer_29,last
304B,Chinese,m_mmlu,m_mmlu_zh,0.25977971895176605,5,0.25,126.1289,16.1944,0.665253,0.1774,0.4739,0.555,0.6298,0.6786,0.7253,0.7913,0.8476,0.9091,layer_29,last
