checkpoint,dataset,layer,aggregation,rankme,pr,alpha_req,top_1_var,top_5_var,top_10_var,top_25_var,top_50_var,top_100_var,top_250_var,top_500_var,top_1000_var
426B,German,layer_12,mean,2.2914,1.2241,0.786097,0.9037,0.9291,0.9412,0.9555,0.9646,0.9729,0.9824,0.9886,0.9939
426B,German,layer_13,mean,2.9338,1.3237,0.798344,0.8689,0.9031,0.9203,0.9409,0.9539,0.9653,0.9779,0.9858,0.9925
426B,German,layer_14,mean,2.7602,1.2948,0.784948,0.8786,0.9099,0.9258,0.944,0.9557,0.9663,0.9781,0.9858,0.9924
426B,German,layer_15,mean,2.9304,1.3215,0.790262,0.8696,0.904,0.9213,0.9409,0.9533,0.9646,0.9771,0.9852,0.9921
426B,German,layer_16,mean,3.2703,1.3704,0.79596,0.8539,0.8926,0.9123,0.9338,0.9478,0.9604,0.9745,0.9837,0.9914
426B,German,layer_17,mean,3.6834,1.4275,0.805817,0.8366,0.8796,0.9015,0.9258,0.9417,0.956,0.9721,0.9824,0.9908
426B,German,layer_18,mean,4.2745,1.5085,0.812823,0.8137,0.8627,0.8879,0.9162,0.9352,0.9517,0.9699,0.9811,0.9902
426B,German,layer_19,mean,4.9297,1.5795,0.774552,0.795,0.8495,0.8764,0.9061,0.9257,0.9431,0.9625,0.9754,0.9867
426B,German,layer_20,mean,6.4174,1.7546,0.773859,0.754,0.8176,0.8494,0.8871,0.9125,0.9343,0.9574,0.9719,0.9847
426B,German,layer_21,mean,8.8801,1.9841,0.757933,0.7086,0.782,0.8173,0.8601,0.8891,0.9148,0.943,0.9618,0.979
426B,German,layer_22,mean,13.9764,2.4732,0.757234,0.6335,0.7258,0.769,0.8245,0.8621,0.8952,0.9307,0.9535,0.9743
426B,German,layer_23,mean,18.9613,2.8968,0.745581,0.5843,0.6882,0.7362,0.798,0.8409,0.8785,0.9185,0.9448,0.9691
426B,German,layer_24,mean,27.3094,3.7239,0.757529,0.5131,0.6342,0.6907,0.7675,0.8203,0.8664,0.9132,0.942,0.9678
426B,German,layer_25,mean,40.541,5.1403,0.766021,0.4328,0.5744,0.6407,0.7318,0.7955,0.8505,0.9049,0.9371,0.9652
426B,German,layer_26,mean,62.9124,7.9535,0.776676,0.3405,0.5044,0.5819,0.6879,0.7626,0.8276,0.892,0.9298,0.9616
426B,German,layer_27,mean,78.13,10.4969,0.773503,0.289,0.4705,0.5538,0.6675,0.7477,0.8163,0.8841,0.9242,0.9584
426B,German,layer_28,mean,104.2299,16.7798,0.764067,0.2098,0.4217,0.5175,0.6429,0.7281,0.8001,0.8718,0.9154,0.9531
426B,German,layer_29,mean,125.2021,29.4058,0.766445,0.1019,0.3685,0.4918,0.637,0.7263,0.7994,0.8722,0.9161,0.9535
426B,Hindi,layer_0,last,124.1785,43.8523,1.77654,0.0986,0.2547,0.371,0.5671,0.6991,0.8167,0.9347,0.9854,0.999
426B,Hindi,layer_1,last,222.3359,54.2948,1.165527,0.0986,0.2231,0.3212,0.4709,0.5945,0.7142,0.8448,0.919,0.9699
426B,Hindi,layer_2,last,5.4539,1.5881,1.069237,0.7932,0.8252,0.8468,0.8775,0.904,0.9296,0.9583,0.9762,0.99
426B,Hindi,layer_3,last,3.8049,1.3967,1.013836,0.846,0.8691,0.8842,0.9054,0.924,0.9424,0.9643,0.9788,0.9906
426B,Hindi,layer_4,last,3.1251,1.3121,0.980477,0.8729,0.892,0.904,0.9201,0.9349,0.95,0.9684,0.9809,0.9913
426B,Hindi,layer_5,last,3.069,1.3015,0.944356,0.8765,0.8947,0.9057,0.9207,0.9347,0.9492,0.9674,0.9799,0.9906
426B,Hindi,layer_6,last,3.1309,1.3067,0.918724,0.8747,0.8931,0.9038,0.9186,0.9325,0.947,0.9657,0.9786,0.9898
426B,Hindi,layer_7,last,3.2913,1.3197,0.880037,0.8704,0.8881,0.8985,0.9132,0.9271,0.942,0.9617,0.9757,0.9881
426B,Hindi,layer_8,last,3.4515,1.3347,0.84892,0.8655,0.8837,0.894,0.9091,0.9231,0.9384,0.9586,0.9733,0.9866
426B,Hindi,layer_9,last,3.5817,1.346,0.821494,0.8619,0.8805,0.8906,0.9057,0.9197,0.9351,0.9557,0.971,0.9851
426B,Hindi,layer_10,last,3.7472,1.3607,0.798995,0.8572,0.8766,0.8867,0.9016,0.9156,0.9313,0.9525,0.9685,0.9835
426B,Hindi,layer_11,last,3.909,1.3746,0.773776,0.8528,0.873,0.8834,0.8982,0.9121,0.9277,0.9491,0.9657,0.9816
426B,Hindi,layer_12,last,4.0687,1.3878,0.755265,0.8487,0.8693,0.8799,0.8946,0.9084,0.9242,0.946,0.9632,0.98
426B,Hindi,layer_13,last,4.4403,1.4206,0.737378,0.8389,0.8606,0.8718,0.887,0.9014,0.9177,0.9407,0.9592,0.9775
426B,Hindi,layer_14,last,4.5106,1.4287,0.725902,0.8365,0.8598,0.8713,0.8867,0.901,0.9172,0.94,0.9584,0.9768
426B,Hindi,layer_15,last,4.7683,1.4529,0.716472,0.8295,0.8544,0.8665,0.8825,0.8972,0.9139,0.9374,0.9563,0.9755
426B,Hindi,layer_16,last,5.3076,1.5052,0.712102,0.8149,0.8436,0.8568,0.8745,0.8906,0.9085,0.9335,0.9535,0.9738
426B,Hindi,layer_17,last,5.8542,1.5601,0.708747,0.8004,0.8332,0.8494,0.8691,0.8863,0.9051,0.9312,0.9518,0.9726
426B,Hindi,layer_18,last,5.9354,1.5923,0.706093,0.792,0.837,0.8532,0.8731,0.8899,0.9083,0.9337,0.9535,0.9735
426B,Hindi,layer_19,last,6.4424,1.6477,0.695276,0.7784,0.8297,0.847,0.8687,0.8864,0.9055,0.9314,0.9516,0.972
426B,Hindi,layer_20,last,6.8895,1.6886,0.689101,0.7688,0.8224,0.8409,0.8638,0.8824,0.9021,0.9288,0.9496,0.9707
426B,Hindi,layer_21,last,7.8271,1.7662,0.676897,0.7516,0.8081,0.8294,0.8538,0.8737,0.8946,0.9228,0.9448,0.9676
426B,Hindi,layer_22,last,9.1566,1.86,0.664364,0.7323,0.7913,0.8134,0.8395,0.8607,0.8829,0.9132,0.9376,0.9629
426B,Hindi,layer_23,last,10.5415,1.9581,0.65545,0.7136,0.776,0.7994,0.8273,0.8501,0.8735,0.9058,0.9318,0.9592
426B,Hindi,layer_24,last,12.5312,2.101,0.649881,0.6887,0.7576,0.7824,0.813,0.8376,0.8629,0.8975,0.9256,0.9553
426B,Hindi,layer_25,last,15.5453,2.2894,0.643922,0.6594,0.7332,0.7594,0.7931,0.8197,0.8471,0.8852,0.9163,0.9495
426B,Hindi,layer_26,last,21.0585,2.6047,0.638179,0.6177,0.6975,0.7263,0.7639,0.7935,0.8243,0.8675,0.9032,0.9413
426B,Hindi,layer_27,last,27.0201,2.9355,0.630932,0.5812,0.6692,0.6996,0.7408,0.7725,0.8057,0.8526,0.8918,0.934
426B,Hindi,layer_28,last,51.7164,4.3698,0.620154,0.4723,0.5934,0.6321,0.6823,0.7198,0.7588,0.8157,0.8636,0.9161
426B,Hindi,layer_29,last,145.4159,13.3463,0.616813,0.2322,0.4717,0.5217,0.5869,0.6352,0.6864,0.7601,0.8217,0.8897
426B,Hindi,layer_0,mean,105.5409,33.172,1.430614,0.104,0.3238,0.4398,0.617,0.739,0.8376,0.9314,0.9738,0.9939
426B,Hindi,layer_1,mean,101.2475,23.5631,1.027066,0.1618,0.3639,0.4717,0.632,0.7455,0.8306,0.9126,0.955,0.9819
426B,Hindi,layer_2,mean,3.1827,1.3743,0.944533,0.8527,0.8917,0.9099,0.9354,0.9537,0.9677,0.982,0.99,0.9955
426B,Hindi,layer_3,mean,2.4721,1.261,0.909795,0.8903,0.9187,0.9323,0.9507,0.9642,0.9745,0.9853,0.9916,0.9961
426B,Hindi,layer_4,mean,2.2447,1.2236,0.893681,0.9039,0.9291,0.941,0.9566,0.968,0.977,0.9867,0.9923,0.9964
426B,Hindi,layer_5,mean,2.2901,1.2307,0.885362,0.9013,0.9274,0.9398,0.9554,0.9669,0.9762,0.9861,0.9919,0.9962
426B,Hindi,layer_6,mean,2.3448,1.2401,0.878582,0.8978,0.9254,0.9384,0.9543,0.9659,0.9755,0.9856,0.9916,0.996
426B,Hindi,layer_7,mean,2.6646,1.2906,0.883781,0.8801,0.9117,0.9274,0.9461,0.96,0.9715,0.9835,0.9904,0.9954
426B,Hindi,layer_8,mean,2.9032,1.3238,0.873073,0.8689,0.9026,0.9198,0.9399,0.9549,0.9678,0.9812,0.989,0.9947
426B,Hindi,layer_9,mean,2.9477,1.3283,0.859075,0.8674,0.9013,0.9188,0.9387,0.9535,0.9664,0.98,0.9881,0.9942
426B,Hindi,layer_10,mean,3.247,1.3714,0.854945,0.8536,0.8909,0.9106,0.9322,0.9486,0.963,0.9781,0.9869,0.9935
426B,Hindi,layer_11,mean,3.4927,1.4017,0.841452,0.8443,0.8839,0.9046,0.9269,0.9438,0.9588,0.9751,0.9849,0.9925
426B,Hindi,layer_12,mean,3.9262,1.4601,0.842371,0.8271,0.871,0.8943,0.9191,0.9378,0.9546,0.9726,0.9834,0.9917
426B,Hindi,layer_13,mean,5.235,1.6259,0.842102,0.7835,0.8392,0.8686,0.8998,0.9225,0.9432,0.9658,0.9793,0.9897
426B,Hindi,layer_14,mean,4.9389,1.5799,0.819388,0.795,0.8469,0.8742,0.9027,0.9237,0.9431,0.9646,0.978,0.9888
426B,Hindi,layer_15,mean,5.3835,1.639,0.821691,0.7804,0.8365,0.867,0.8981,0.9204,0.9408,0.9634,0.9773,0.9884
426B,Hindi,layer_16,mean,6.3946,1.7615,0.823306,0.7524,0.8168,0.8516,0.8869,0.9118,0.9344,0.9595,0.9749,0.9872
426B,Hindi,layer_17,mean,7.3431,1.8637,0.827607,0.7313,0.7998,0.8365,0.8755,0.9032,0.9286,0.9565,0.9731,0.9863
426B,Hindi,layer_18,mean,8.1043,1.9544,0.829306,0.7139,0.7889,0.8278,0.87,0.8991,0.9251,0.9542,0.9717,0.9857
426B,Hindi,layer_19,mean,10.4813,2.1637,0.794623,0.678,0.7623,0.8039,0.8494,0.8798,0.9074,0.9398,0.9611,0.9796
426B,Hindi,layer_20,mean,11.8575,2.2861,0.778087,0.6592,0.7489,0.7916,0.8394,0.8711,0.8999,0.9342,0.957,0.977
426B,Hindi,layer_21,mean,16.4014,2.6434,0.752948,0.6121,0.713,0.7593,0.8109,0.8452,0.8768,0.9156,0.9433,0.969
426B,Hindi,layer_22,mean,22.516,3.1004,0.748372,0.564,0.6749,0.7246,0.781,0.8185,0.8541,0.8991,0.9321,0.963
426B,Hindi,layer_23,mean,26.6295,3.3867,0.734007,0.5388,0.6537,0.7053,0.7647,0.8045,0.8422,0.8898,0.9249,0.9584
426B,Hindi,layer_24,mean,30.5542,3.7523,0.734059,0.5107,0.6344,0.6902,0.7542,0.7972,0.8373,0.8871,0.9232,0.9574
426B,Hindi,layer_25,mean,39.4289,4.5235,0.733308,0.4628,0.5989,0.6606,0.7322,0.7798,0.8236,0.878,0.9172,0.9539
426B,Hindi,layer_26,mean,54.7267,5.9648,0.736404,0.3991,0.5505,0.6198,0.7008,0.7557,0.8058,0.8671,0.9102,0.9501
426B,Hindi,layer_27,mean,68.1382,7.2606,0.731001,0.3584,0.5181,0.5918,0.6795,0.7378,0.7911,0.8558,0.9019,0.9452
426B,Hindi,layer_28,mean,100.3119,11.4315,0.721461,0.2729,0.4602,0.545,0.6428,0.7057,0.7639,0.8358,0.8876,0.9367
426B,Hindi,layer_29,mean,66.6925,8.5405,0.725395,0.3169,0.525,0.6127,0.6981,0.7527,0.8034,0.865,0.908,0.948
426B,Arabic,layer_0,last,343.5168,67.7014,1.465611,0.0862,0.2127,0.2673,0.3673,0.4677,0.5845,0.7511,0.8724,0.9634
426B,Arabic,layer_1,last,401.689,63.0788,1.032771,0.0969,0.2173,0.2695,0.3591,0.4504,0.5587,0.7161,0.8335,0.9316
426B,Arabic,layer_2,last,46.2518,4.0019,0.941337,0.4974,0.578,0.6104,0.6566,0.7042,0.7597,0.8402,0.901,0.9547
426B,Arabic,layer_3,last,27.4051,2.9331,0.890099,0.5824,0.6499,0.6777,0.7157,0.7531,0.7967,0.8609,0.9108,0.9568
426B,Arabic,layer_4,last,19.7747,2.4982,0.862029,0.6316,0.6912,0.716,0.7502,0.7826,0.8204,0.8757,0.9189,0.9596
426B,Arabic,layer_5,last,19.7629,2.4855,0.840204,0.6333,0.6901,0.7154,0.7505,0.7827,0.8206,0.8751,0.9176,0.9581
426B,Arabic,layer_6,last,20.8418,2.5534,0.828465,0.6247,0.6825,0.7102,0.7472,0.7803,0.8187,0.8734,0.9161,0.9569
426B,Arabic,layer_7,last,22.646,2.6328,0.810103,0.6152,0.672,0.7,0.7381,0.7721,0.8114,0.8674,0.9114,0.9538
426B,Arabic,layer_8,last,25.9913,2.8304,0.796231,0.593,0.6561,0.6859,0.727,0.7623,0.8028,0.8607,0.9063,0.9506
426B,Arabic,layer_9,last,27.8388,2.9218,0.783466,0.5835,0.6481,0.6784,0.7206,0.7563,0.7974,0.8561,0.9025,0.9481
426B,Arabic,layer_10,last,29.0369,2.9902,0.774318,0.5766,0.6434,0.6746,0.718,0.7536,0.7942,0.8534,0.9004,0.9467
426B,Arabic,layer_11,last,30.3758,3.0338,0.756194,0.5725,0.6381,0.6705,0.7141,0.7495,0.7895,0.8479,0.8954,0.9432
426B,Arabic,layer_12,last,32.6392,3.164,0.745851,0.5603,0.6304,0.6645,0.709,0.7445,0.7847,0.8442,0.8924,0.941
426B,Arabic,layer_13,last,38.4762,3.462,0.736642,0.5352,0.6088,0.6466,0.6942,0.7313,0.773,0.8348,0.8853,0.9367
426B,Arabic,layer_14,last,39.9804,3.5699,0.731045,0.5268,0.6035,0.6439,0.693,0.7308,0.7728,0.8344,0.8846,0.9359
426B,Arabic,layer_15,last,43.4253,3.7473,0.725754,0.514,0.5935,0.6352,0.6855,0.724,0.7669,0.8297,0.881,0.9336
426B,Arabic,layer_16,last,51.1685,4.2333,0.725762,0.4826,0.5714,0.6177,0.6719,0.7132,0.7584,0.8244,0.8777,0.9317
426B,Arabic,layer_17,last,43.9103,4.0003,0.724854,0.4964,0.5929,0.6418,0.6967,0.7357,0.7777,0.839,0.8879,0.9372
426B,Arabic,layer_18,last,19.7938,2.6378,0.724877,0.6137,0.6969,0.735,0.7777,0.807,0.8381,0.883,0.9186,0.9543
426B,Arabic,layer_19,last,16.3823,2.4157,0.713633,0.6417,0.721,0.756,0.7959,0.823,0.8514,0.8924,0.9248,0.9573
426B,Arabic,layer_20,last,15.8922,2.3852,0.70561,0.6458,0.7244,0.7591,0.7993,0.8262,0.8542,0.8942,0.9257,0.9575
426B,Arabic,layer_21,last,17.856,2.5136,0.690977,0.6289,0.7104,0.7468,0.7899,0.818,0.8469,0.8881,0.9206,0.954
426B,Arabic,layer_22,last,20.7257,2.6789,0.679486,0.609,0.6923,0.7306,0.7756,0.8052,0.8356,0.8786,0.9132,0.9492
426B,Arabic,layer_23,last,24.3486,2.8883,0.670578,0.5861,0.6727,0.713,0.7602,0.7916,0.8238,0.8694,0.9061,0.9446
426B,Arabic,layer_24,last,29.1274,3.1831,0.667001,0.5578,0.6506,0.6933,0.744,0.778,0.8123,0.8609,0.8998,0.9407
426B,Arabic,layer_25,last,35.9527,3.5531,0.666694,0.5274,0.6224,0.6671,0.7221,0.7593,0.7966,0.8494,0.8916,0.9358
426B,Arabic,layer_26,last,48.2189,4.2305,0.668037,0.4824,0.5812,0.6303,0.6916,0.7335,0.7753,0.834,0.8808,0.9295
426B,Arabic,layer_27,last,58.5242,4.8717,0.666276,0.4484,0.5532,0.6055,0.6739,0.7192,0.7639,0.8255,0.8744,0.9255
426B,Arabic,layer_28,last,95.2097,7.7808,0.655456,0.3476,0.488,0.553,0.6334,0.6846,0.734,0.8014,0.8558,0.9134
426B,Arabic,layer_29,last,159.9244,17.4875,0.65363,0.206,0.4083,0.4976,0.5924,0.6497,0.7055,0.78,0.8395,0.9032
426B,Arabic,layer_0,mean,135.4646,27.6473,1.236939,0.1238,0.373,0.4678,0.5846,0.671,0.7563,0.8606,0.9277,0.9758
426B,Arabic,layer_1,mean,103.3367,19.427,0.971452,0.1702,0.4311,0.5281,0.6369,0.7155,0.7909,0.876,0.9295,0.9699
426B,Arabic,layer_2,mean,2.3708,1.2529,0.8889,0.8931,0.9307,0.9437,0.9567,0.9659,0.9747,0.9843,0.9906,0.9955
426B,Arabic,layer_3,mean,1.9898,1.1886,0.856046,0.9171,0.9466,0.9573,0.9676,0.9745,0.981,0.9881,0.9926,0.9964
426B,Arabic,layer_4,mean,1.8878,1.1715,0.843206,0.9238,0.9516,0.9616,0.9711,0.9773,0.983,0.9894,0.9934,0.9967
426B,Arabic,layer_5,mean,2.0092,1.1944,0.845711,0.9148,0.9447,0.9571,0.9684,0.9755,0.982,0.9889,0.9931,0.9966
426B,Arabic,layer_6,mean,2.0283,1.1978,0.840998,0.9135,0.9437,0.9561,0.968,0.9752,0.9817,0.9887,0.993,0.9964
426B,Arabic,layer_7,mean,2.2126,1.2321,0.850288,0.9007,0.9351,0.95,0.9637,0.9722,0.9797,0.9877,0.9924,0.9962
426B,Arabic,layer_8,mean,2.4126,1.2681,0.849854,0.8877,0.9273,0.9439,0.9593,0.9688,0.9771,0.9861,0.9915,0.9957
426B,Arabic,layer_9,mean,2.359,1.2578,0.83887,0.8913,0.9299,0.9457,0.9601,0.9691,0.9772,0.9859,0.9913,0.9956
426B,Arabic,layer_10,mean,2.4714,1.2777,0.84127,0.8843,0.9252,0.942,0.9576,0.9673,0.976,0.9853,0.9909,0.9954
426B,Arabic,layer_11,mean,2.5194,1.2848,0.830117,0.8819,0.9239,0.9405,0.9564,0.9662,0.9748,0.9843,0.9902,0.995
426B,Arabic,layer_12,mean,2.6991,1.3149,0.83671,0.8717,0.9164,0.9347,0.9526,0.9635,0.973,0.9833,0.9896,0.9947
426B,Arabic,layer_13,mean,3.3684,1.4206,0.843633,0.8383,0.8933,0.916,0.9397,0.9539,0.966,0.9792,0.9872,0.9935
426B,Arabic,layer_14,mean,3.2642,1.4041,0.826964,0.8433,0.8979,0.9196,0.9416,0.9548,0.9663,0.9789,0.9867,0.9932
426B,Arabic,layer_15,mean,3.4098,1.4294,0.830707,0.8357,0.8939,0.9164,0.9396,0.9535,0.9654,0.9784,0.9865,0.9931
426B,Arabic,layer_16,mean,4.0419,1.5315,0.836544,0.8069,0.8773,0.903,0.9303,0.9465,0.9602,0.9753,0.9846,0.9922
426B,Arabic,layer_17,mean,5.2534,1.7209,0.843731,0.7603,0.8513,0.8823,0.9155,0.9354,0.9522,0.9707,0.9819,0.9909
426B,Arabic,layer_18,mean,6.673,1.935,0.847901,0.7158,0.8261,0.862,0.9016,0.925,0.945,0.9664,0.9794,0.9897
426B,Arabic,layer_19,mean,9.1663,2.2887,0.812477,0.6555,0.7946,0.8364,0.8819,0.9089,0.9317,0.9565,0.9722,0.9854
426B,Arabic,layer_20,mean,11.9602,2.7137,0.807004,0.5983,0.7629,0.8128,0.8655,0.8971,0.9237,0.9518,0.9692,0.9837
426B,Arabic,layer_21,mean,17.7395,3.478,0.788514,0.5221,0.7198,0.7761,0.8353,0.8711,0.902,0.9356,0.9579,0.9774
426B,Arabic,layer_22,mean,22.7345,4.2687,0.783556,0.4619,0.6883,0.7507,0.8162,0.8565,0.8909,0.9282,0.9529,0.9747
426B,Arabic,layer_23,mean,25.7793,4.5216,0.76998,0.4492,0.6687,0.7336,0.8024,0.8453,0.8817,0.9212,0.9477,0.9715
426B,Arabic,layer_24,mean,26.2077,4.4017,0.779271,0.4609,0.6559,0.7238,0.7967,0.8433,0.8824,0.9235,0.9497,0.9727
426B,Arabic,layer_25,mean,26.7311,4.2673,0.789651,0.4731,0.6439,0.7128,0.7893,0.8397,0.8821,0.925,0.9514,0.9738
426B,Arabic,layer_26,mean,30.9424,4.6358,0.802201,0.4545,0.6164,0.6885,0.7716,0.8273,0.8742,0.9218,0.9502,0.9735
426B,Arabic,layer_27,mean,30.0562,4.4393,0.801514,0.4661,0.6164,0.6891,0.7722,0.8282,0.8753,0.9223,0.9503,0.9736
426B,Arabic,layer_28,mean,38.2205,5.5384,0.789329,0.4131,0.579,0.6629,0.7555,0.8154,0.8652,0.9148,0.9449,0.9702
426B,Arabic,layer_29,mean,45.6787,7.7938,0.790157,0.3342,0.5524,0.652,0.7573,0.8186,0.8676,0.9168,0.9463,0.9709
426B,Turkish,layer_0,last,356.1591,73.2836,1.461087,0.0834,0.2084,0.2744,0.3786,0.4731,0.5801,0.7398,0.8636,0.9588
426B,Turkish,layer_1,last,416.2962,70.4127,1.042309,0.0874,0.2122,0.2743,0.3736,0.4595,0.5575,0.7032,0.8213,0.9253
426B,Turkish,layer_2,last,135.0381,9.5468,0.951435,0.3166,0.4238,0.4738,0.5457,0.6052,0.6725,0.7727,0.8558,0.9336
426B,Turkish,layer_3,last,91.0148,6.1883,0.903272,0.3981,0.4864,0.5279,0.5908,0.6417,0.6996,0.7864,0.8598,0.9322
426B,Turkish,layer_4,last,64.1752,4.7387,0.878058,0.4565,0.5385,0.5754,0.6322,0.6767,0.7277,0.8044,0.8694,0.9354
426B,Turkish,layer_5,last,60.4113,4.4896,0.854461,0.4693,0.5483,0.583,0.6373,0.6806,0.7304,0.8051,0.8685,0.9339
426B,Turkish,layer_6,last,65.7086,4.8053,0.845712,0.4531,0.5372,0.5745,0.6303,0.6751,0.726,0.8022,0.8664,0.9324
426B,Turkish,layer_7,last,73.7195,5.1093,0.822824,0.4393,0.5203,0.5601,0.6163,0.662,0.7139,0.7923,0.8588,0.9274
426B,Turkish,layer_8,last,84.5549,5.6449,0.808844,0.4173,0.5013,0.543,0.6016,0.6491,0.7027,0.7838,0.8524,0.9234
426B,Turkish,layer_9,last,90.2058,5.8724,0.794663,0.409,0.493,0.5353,0.5948,0.6422,0.6959,0.7775,0.8473,0.92
426B,Turkish,layer_10,last,92.2772,5.9398,0.786559,0.4066,0.4908,0.5335,0.5923,0.6397,0.6927,0.7746,0.845,0.9185
426B,Turkish,layer_11,last,100.1089,6.2927,0.76704,0.3945,0.4823,0.5253,0.5851,0.6326,0.6851,0.7662,0.8375,0.9132
426B,Turkish,layer_12,last,108.3367,6.5922,0.753711,0.3854,0.4717,0.5147,0.5752,0.6229,0.6762,0.7589,0.8317,0.9092
426B,Turkish,layer_13,last,128.1718,7.5983,0.74176,0.3579,0.4489,0.4934,0.5563,0.6065,0.6621,0.7475,0.8228,0.9034
426B,Turkish,layer_14,last,128.2343,7.7105,0.731439,0.3548,0.4509,0.4973,0.5592,0.6089,0.6637,0.7477,0.8221,0.9022
426B,Turkish,layer_15,last,138.8337,8.4277,0.723186,0.3379,0.4406,0.4893,0.5522,0.6023,0.658,0.7432,0.8185,0.8995
426B,Turkish,layer_16,last,149.8169,9.4982,0.720133,0.316,0.4307,0.4817,0.5467,0.5992,0.6568,0.7432,0.8188,0.8993
426B,Turkish,layer_17,last,114.6098,7.7317,0.717578,0.352,0.4667,0.521,0.5856,0.6349,0.688,0.7672,0.8357,0.9083
426B,Turkish,layer_18,last,38.8605,3.5851,0.715572,0.5251,0.6154,0.655,0.7025,0.7388,0.7774,0.8342,0.883,0.9344
426B,Turkish,layer_19,last,31.2616,3.2202,0.703265,0.5544,0.6443,0.6818,0.727,0.7608,0.7965,0.8482,0.8922,0.9389
426B,Turkish,layer_20,last,30.1784,3.194,0.696121,0.5563,0.6506,0.6873,0.732,0.7656,0.8007,0.8512,0.8941,0.9395
426B,Turkish,layer_21,last,34.3736,3.4763,0.680748,0.532,0.6378,0.6756,0.7215,0.7567,0.7929,0.8445,0.8882,0.9352
426B,Turkish,layer_22,last,41.7193,3.8752,0.668052,0.5029,0.6142,0.6535,0.7021,0.7395,0.7779,0.8321,0.8782,0.9285
426B,Turkish,layer_23,last,50.1174,4.3566,0.658995,0.4728,0.5919,0.6322,0.6835,0.7237,0.7644,0.8215,0.8698,0.9229
426B,Turkish,layer_24,last,59.8019,5.017,0.656258,0.4381,0.5708,0.6126,0.6671,0.7105,0.7535,0.8134,0.8637,0.919
426B,Turkish,layer_25,last,72.9337,5.8362,0.658211,0.4039,0.5426,0.5856,0.6454,0.6929,0.7396,0.8038,0.8571,0.9151
426B,Turkish,layer_26,last,93.9285,7.2804,0.661346,0.3579,0.5066,0.5526,0.6179,0.6703,0.7218,0.7916,0.8488,0.9103
426B,Turkish,layer_27,last,109.9994,8.7335,0.667186,0.323,0.481,0.5304,0.6033,0.66,0.7149,0.7882,0.8469,0.9093
426B,Turkish,layer_28,last,152.697,14.2283,0.668427,0.2362,0.43,0.4912,0.5764,0.639,0.6984,0.7762,0.8382,0.9038
426B,Turkish,layer_29,last,153.991,20.158,0.675438,0.1693,0.4166,0.5062,0.6009,0.6617,0.7192,0.793,0.8508,0.9114
426B,Turkish,layer_0,mean,199.0105,34.1606,1.144169,0.1245,0.3214,0.408,0.514,0.5985,0.6868,0.8081,0.8937,0.961
426B,Turkish,layer_1,mean,138.6135,20.4922,0.91007,0.182,0.3927,0.4847,0.5844,0.6609,0.7374,0.8358,0.9022,0.9558
426B,Turkish,layer_2,mean,1.9081,1.1639,0.831412,0.9268,0.9491,0.9575,0.966,0.9722,0.9782,0.9858,0.9911,0.9956
426B,Turkish,layer_3,mean,1.677,1.1229,0.798512,0.9436,0.9598,0.9666,0.9736,0.9785,0.9831,0.9889,0.9928,0.9963
426B,Turkish,layer_4,mean,1.629,1.115,0.786039,0.947,0.9617,0.9691,0.9759,0.9804,0.9846,0.9898,0.9934,0.9965
426B,Turkish,layer_5,mean,1.7334,1.134,0.790608,0.939,0.9549,0.9642,0.9729,0.9785,0.9835,0.9893,0.9931,0.9963
426B,Turkish,layer_6,mean,1.7465,1.1352,0.786277,0.9385,0.9541,0.9632,0.972,0.9777,0.9828,0.9888,0.9927,0.9961
426B,Turkish,layer_7,mean,1.9318,1.1674,0.804641,0.9255,0.9436,0.9546,0.9664,0.9736,0.98,0.9874,0.9919,0.9958
426B,Turkish,layer_8,mean,2.098,1.1946,0.808556,0.9148,0.9353,0.9477,0.9614,0.9699,0.9772,0.9856,0.9909,0.9953
426B,Turkish,layer_9,mean,2.0744,1.1886,0.801202,0.9172,0.9368,0.9484,0.9612,0.9694,0.9766,0.9851,0.9905,0.995
426B,Turkish,layer_10,mean,2.1614,1.2036,0.804262,0.9114,0.9328,0.945,0.9589,0.9679,0.9757,0.9846,0.9902,0.9949
426B,Turkish,layer_11,mean,2.209,1.2101,0.795511,0.909,0.9311,0.9434,0.9573,0.9665,0.9743,0.9835,0.9894,0.9944
426B,Turkish,layer_12,mean,2.3892,1.2391,0.804039,0.8982,0.9233,0.9369,0.9525,0.9629,0.9719,0.9821,0.9886,0.9941
426B,Turkish,layer_13,mean,3.0032,1.3315,0.815662,0.8664,0.899,0.9169,0.9383,0.9524,0.9644,0.9777,0.986,0.9928
426B,Turkish,layer_14,mean,2.9719,1.3244,0.800234,0.8687,0.9009,0.9185,0.9387,0.952,0.9635,0.9766,0.9851,0.9922
426B,Turkish,layer_15,mean,3.1472,1.35,0.804215,0.8604,0.8951,0.9136,0.9352,0.9494,0.9616,0.9754,0.9844,0.9918
426B,Turkish,layer_16,mean,3.731,1.4314,0.810018,0.8354,0.8773,0.8995,0.9245,0.941,0.9553,0.9715,0.982,0.9907
426B,Turkish,layer_17,mean,4.5031,1.5331,0.819391,0.8071,0.8569,0.8827,0.9121,0.9314,0.9481,0.9673,0.9796,0.9896
426B,Turkish,layer_18,mean,5.5583,1.6643,0.823166,0.7744,0.8328,0.8629,0.8979,0.9209,0.9406,0.9628,0.9769,0.9882
