checkpoint,dataset,layer,aggregation,rankme,pr,alpha_req,top_1_var,top_5_var,top_10_var,top_25_var,top_50_var,top_100_var,top_250_var,top_500_var,top_1000_var
73B,Finnish,layer_15,last,325.934,15.2412,0.673944,0.2509,0.3291,0.3646,0.4172,0.4659,0.5284,0.636,0.7373,0.85
73B,Finnish,layer_16,last,355.8733,17.1171,0.66697,0.236,0.3157,0.3521,0.4067,0.4567,0.5207,0.6298,0.7323,0.8461
73B,Finnish,layer_17,last,403.9534,20.6989,0.659358,0.213,0.2966,0.3348,0.3916,0.4435,0.5091,0.6201,0.7241,0.8403
73B,Finnish,layer_18,last,467.9339,26.9939,0.655445,0.1838,0.2721,0.3131,0.3729,0.4277,0.4962,0.6104,0.7167,0.8353
73B,Finnish,layer_19,last,532.6536,35.3424,0.649326,0.1572,0.2505,0.2942,0.3566,0.414,0.4844,0.6008,0.7089,0.8298
73B,Finnish,layer_20,last,599.5153,48.4218,0.640838,0.1283,0.2309,0.279,0.3441,0.4034,0.4749,0.5921,0.7011,0.8238
73B,Finnish,layer_21,last,635.3256,56.6666,0.625326,0.1131,0.2253,0.2748,0.3405,0.3997,0.4698,0.5846,0.6926,0.8163
73B,Finnish,layer_22,last,607.2667,52.6199,0.621364,0.1179,0.2332,0.2837,0.3504,0.4094,0.4783,0.5904,0.696,0.8174
73B,Finnish,layer_23,last,566.6045,46.167,0.618863,0.1278,0.2457,0.2954,0.3623,0.4211,0.4888,0.5984,0.7015,0.8202
73B,Finnish,layer_24,last,520.0611,39.2179,0.619322,0.1423,0.2606,0.3089,0.3758,0.4335,0.5001,0.6085,0.7096,0.825
73B,Finnish,layer_25,last,483.5816,35.3358,0.625359,0.1527,0.2675,0.3158,0.3855,0.4456,0.5135,0.6217,0.7207,0.8322
73B,Finnish,layer_26,last,445.2769,35.3596,0.637747,0.1481,0.2767,0.3258,0.399,0.4621,0.5327,0.6412,0.7378,0.8437
73B,Finnish,layer_27,last,320.3129,25.6824,0.649584,0.1681,0.3269,0.3784,0.4539,0.5168,0.5849,0.6851,0.7714,0.8645
73B,Finnish,layer_28,last,124.9022,11.4998,0.662872,0.2527,0.4781,0.5324,0.5987,0.6489,0.7016,0.7759,0.8383,0.9045
73B,Finnish,layer_29,last,26.7496,4.3037,0.670911,0.4546,0.7106,0.7468,0.786,0.8137,0.8425,0.8825,0.9154,0.95
73B,Finnish,layer_0,mean,37.1885,4.2789,1.200157,0.4791,0.5842,0.6275,0.6908,0.7484,0.8139,0.9002,0.9541,0.9869
73B,Finnish,layer_1,mean,28.9717,3.7108,0.963559,0.5145,0.6292,0.6717,0.7334,0.785,0.8414,0.9103,0.9516,0.98
73B,Finnish,layer_2,mean,7.299,2.091,0.869839,0.6807,0.8357,0.8566,0.8829,0.9037,0.9265,0.955,0.9733,0.9875
73B,Finnish,layer_3,mean,4.3048,1.6025,0.824638,0.7862,0.8865,0.9014,0.9199,0.9338,0.9486,0.9673,0.9797,0.9899
73B,Finnish,layer_4,mean,3.5858,1.4648,0.799657,0.8245,0.9007,0.9149,0.9313,0.9433,0.9556,0.9711,0.9816,0.9906
73B,Finnish,layer_5,mean,3.7352,1.4651,0.787885,0.8251,0.8918,0.9096,0.9285,0.9416,0.9544,0.9701,0.9808,0.99
73B,Finnish,layer_6,mean,3.6141,1.4292,0.775528,0.8357,0.8934,0.9098,0.9277,0.9404,0.9531,0.9689,0.9798,0.9893
73B,Finnish,layer_7,mean,4.1716,1.5017,0.780339,0.8153,0.8742,0.8958,0.9193,0.935,0.9498,0.9671,0.9787,0.9887
73B,Finnish,layer_8,mean,4.5678,1.5434,0.775381,0.8042,0.8632,0.8862,0.9122,0.9292,0.945,0.9638,0.9765,0.9875
73B,Finnish,layer_9,mean,4.4114,1.5097,0.765048,0.8133,0.8665,0.8873,0.9114,0.9279,0.9436,0.9625,0.9754,0.9868
73B,Finnish,layer_10,mean,4.7495,1.551,0.761238,0.8023,0.8573,0.88,0.9066,0.9248,0.9415,0.9611,0.9744,0.9862
73B,Finnish,layer_11,mean,5.0631,1.584,0.756342,0.7939,0.8501,0.8741,0.9018,0.9206,0.9377,0.9584,0.9725,0.9851
73B,Finnish,layer_12,mean,5.8162,1.6714,0.761002,0.7727,0.8335,0.8609,0.8919,0.9135,0.9329,0.9555,0.9708,0.9842
73B,Finnish,layer_13,mean,8.0029,1.927,0.770485,0.719,0.7945,0.8309,0.8714,0.8994,0.9228,0.9496,0.9672,0.9823
73B,Finnish,layer_14,mean,8.3276,1.9321,0.757112,0.7181,0.7925,0.8265,0.8652,0.8922,0.9157,0.944,0.9631,0.98
73B,Finnish,layer_15,mean,9.5734,2.0729,0.761025,0.6929,0.7743,0.8132,0.8571,0.8867,0.9118,0.9417,0.9617,0.9792
73B,Finnish,layer_16,mean,12.2296,2.3311,0.765348,0.6527,0.7448,0.7883,0.8373,0.8713,0.9001,0.9343,0.9571,0.9769
73B,Finnish,layer_17,mean,15.7348,2.6672,0.773627,0.6092,0.7122,0.7608,0.8168,0.8556,0.8884,0.9276,0.9533,0.975
73B,Finnish,layer_18,mean,20.4982,3.1288,0.78081,0.5612,0.6757,0.7319,0.7949,0.8394,0.8768,0.921,0.9495,0.9732
73B,Finnish,layer_19,mean,24.044,3.4446,0.776132,0.5338,0.6564,0.7146,0.7805,0.8271,0.8671,0.9143,0.9449,0.9706
73B,Finnish,layer_20,mean,30.8453,4.1756,0.778734,0.4826,0.6179,0.6859,0.7612,0.8142,0.8589,0.9097,0.942,0.969
73B,Finnish,layer_21,mean,42.6479,5.3476,0.779021,0.4232,0.5702,0.6466,0.73,0.7891,0.8398,0.8971,0.9336,0.9645
73B,Finnish,layer_22,mean,56.5108,7.0295,0.784878,0.3642,0.5282,0.6098,0.7027,0.7677,0.8244,0.8881,0.9283,0.962
73B,Finnish,layer_23,mean,71.8415,9.2124,0.788997,0.3115,0.4928,0.5787,0.679,0.7482,0.8096,0.8783,0.922,0.959
73B,Finnish,layer_24,mean,91.6861,12.5248,0.801834,0.2591,0.4476,0.5402,0.6479,0.7255,0.7946,0.8714,0.9189,0.9579
73B,Finnish,layer_25,mean,104.1062,17.1549,0.815257,0.2074,0.4138,0.5174,0.6378,0.7236,0.7976,0.8758,0.9226,0.9601
73B,Finnish,layer_26,mean,119.5459,24.3255,0.841219,0.1499,0.3786,0.4891,0.6208,0.7146,0.7947,0.8775,0.9259,0.963
73B,Finnish,layer_27,mean,111.1558,24.7644,0.852916,0.1334,0.3866,0.5039,0.6378,0.7304,0.8074,0.8856,0.9315,0.9663
73B,Finnish,layer_28,mean,75.2269,14.4226,0.861987,0.2254,0.4542,0.5697,0.6931,0.7745,0.8401,0.906,0.944,0.9727
73B,Finnish,layer_29,mean,26.2791,4.7774,0.864632,0.443,0.6398,0.7215,0.8045,0.8559,0.8977,0.9399,0.9645,0.9826
105B,English,layer_0,last,56.7288,4.6651,1.458029,0.4611,0.5184,0.5511,0.6032,0.6605,0.7362,0.8467,0.9235,0.9771
105B,English,layer_1,last,68.6274,4.7447,0.98989,0.4575,0.5114,0.541,0.587,0.6357,0.7019,0.8057,0.8858,0.9522
105B,English,layer_2,last,55.7403,3.9941,0.885616,0.4991,0.5495,0.5761,0.6173,0.6588,0.715,0.8046,0.8771,0.9426
105B,English,layer_3,last,54.9274,3.868,0.831213,0.5073,0.56,0.5855,0.6241,0.6613,0.7117,0.7942,0.8648,0.9332
105B,English,layer_4,last,52.5045,3.7622,0.796931,0.5142,0.5723,0.5976,0.6348,0.6694,0.7156,0.7922,0.8596,0.9282
105B,English,layer_5,last,54.8354,3.8061,0.770015,0.5112,0.5688,0.5938,0.6303,0.6646,0.7096,0.7848,0.852,0.9223
105B,English,layer_6,last,67.5059,4.2689,0.754634,0.4824,0.5439,0.5702,0.6079,0.6433,0.6897,0.7678,0.8387,0.9141
105B,English,layer_7,last,95.957,5.2911,0.733881,0.4326,0.4994,0.5269,0.5672,0.6055,0.6555,0.74,0.8175,0.9012
105B,English,layer_8,last,120.5252,6.1798,0.719741,0.3996,0.4709,0.4987,0.5414,0.5808,0.6322,0.7203,0.8023,0.8918
105B,English,layer_9,last,173.4516,8.2096,0.704449,0.3454,0.4235,0.4527,0.4982,0.5398,0.5938,0.6886,0.7784,0.8772
105B,English,layer_10,last,194.8876,8.9683,0.692844,0.3301,0.4075,0.4365,0.4825,0.5251,0.5804,0.6777,0.7693,0.8707
105B,English,layer_11,last,217.706,9.6743,0.674164,0.3176,0.3951,0.4242,0.4706,0.512,0.5656,0.6616,0.7551,0.8608
105B,English,layer_12,last,282.4561,12.2944,0.65941,0.2806,0.3594,0.3889,0.436,0.479,0.5348,0.6362,0.7348,0.8474
105B,English,layer_13,last,304.8677,13.0063,0.647491,0.2729,0.3488,0.3776,0.4258,0.4695,0.525,0.6261,0.7259,0.8408
105B,English,layer_14,last,332.9824,14.286,0.63603,0.2598,0.3378,0.3682,0.4177,0.461,0.5155,0.6154,0.7162,0.8336
105B,English,layer_15,last,380.6306,16.7673,0.629437,0.2388,0.3191,0.3495,0.3999,0.4445,0.5005,0.6029,0.7061,0.8267
105B,English,layer_16,last,410.9711,18.3806,0.624235,0.2278,0.3074,0.3381,0.3891,0.4348,0.492,0.5964,0.701,0.8229
105B,English,layer_17,last,482.7504,23.5236,0.617735,0.1993,0.2844,0.3163,0.369,0.4162,0.4746,0.5819,0.6894,0.8149
105B,English,layer_18,last,527.1552,28.391,0.615529,0.1788,0.2703,0.3037,0.3589,0.4083,0.4685,0.5772,0.6857,0.8122
105B,English,layer_19,last,587.2727,37.057,0.613121,0.1523,0.2523,0.29,0.3478,0.399,0.4608,0.5709,0.6805,0.8087
105B,English,layer_20,last,640.1713,50.0811,0.608434,0.1212,0.2389,0.2806,0.3409,0.3938,0.4564,0.5667,0.6765,0.8052
105B,English,layer_21,last,678.635,61.1027,0.600519,0.0975,0.2292,0.2726,0.3357,0.3903,0.4536,0.563,0.6721,0.8009
105B,English,layer_22,last,655.5654,59.6741,0.595979,0.0877,0.2342,0.2802,0.3449,0.3996,0.4626,0.5692,0.6754,0.8018
105B,English,layer_23,last,637.2392,57.0934,0.594594,0.0965,0.2368,0.2839,0.3501,0.4057,0.4696,0.575,0.6794,0.8038
105B,English,layer_24,last,610.009,51.0185,0.594574,0.1132,0.2406,0.2884,0.3552,0.4121,0.4769,0.5823,0.6853,0.8071
105B,English,layer_25,last,603.1908,49.8294,0.599707,0.1196,0.2347,0.2839,0.3533,0.4141,0.4822,0.5897,0.6922,0.8117
105B,English,layer_26,last,616.1906,53.7357,0.607828,0.1155,0.2227,0.2726,0.3458,0.4108,0.4831,0.5955,0.6985,0.8163
105B,English,layer_27,last,583.7163,49.5655,0.610991,0.1234,0.2258,0.2773,0.3546,0.4209,0.4945,0.6067,0.7074,0.8217
105B,English,layer_28,last,378.5721,28.9983,0.614893,0.1535,0.3019,0.3596,0.4324,0.4915,0.557,0.6558,0.7444,0.8442
105B,English,layer_29,last,75.064,7.2795,0.619941,0.314,0.5669,0.6101,0.6571,0.693,0.7322,0.7923,0.8462,0.9062
105B,English,layer_0,mean,39.962,4.7691,1.124769,0.4491,0.5849,0.6346,0.7017,0.7537,0.8134,0.8931,0.9452,0.9814
105B,English,layer_1,mean,50.1039,6.2417,0.923602,0.3868,0.5511,0.6175,0.6989,0.7567,0.82,0.8952,0.9399,0.9732
105B,English,layer_2,mean,2.0913,1.1989,0.840628,0.9131,0.9429,0.9517,0.9614,0.9683,0.9758,0.9849,0.9906,0.9954
105B,English,layer_3,mean,1.8227,1.153,0.805109,0.9312,0.9545,0.9621,0.9704,0.9756,0.9812,0.9879,0.9922,0.996
105B,English,layer_4,mean,1.8073,1.1504,0.784565,0.9322,0.9544,0.9629,0.9716,0.9767,0.9818,0.9881,0.9922,0.9959
105B,English,layer_5,mean,2.0343,1.1906,0.782469,0.9163,0.9411,0.9532,0.9664,0.9735,0.9796,0.9866,0.9912,0.9953
105B,English,layer_6,mean,2.0567,1.1911,0.770594,0.9162,0.9407,0.9519,0.9643,0.9713,0.9776,0.9852,0.9902,0.9947
105B,English,layer_7,mean,2.3214,1.2335,0.779673,0.9003,0.9271,0.941,0.9571,0.9661,0.9741,0.9832,0.989,0.9941
105B,English,layer_8,mean,2.5249,1.2627,0.778455,0.8898,0.9184,0.9335,0.951,0.9613,0.9702,0.9807,0.9874,0.9932
105B,English,layer_9,mean,2.425,1.2427,0.768459,0.8969,0.9232,0.9361,0.9516,0.9612,0.9698,0.9802,0.987,0.993
105B,English,layer_10,mean,2.5522,1.2617,0.766138,0.8901,0.9182,0.9315,0.9481,0.9587,0.9681,0.9791,0.9862,0.9925
105B,English,layer_11,mean,2.644,1.2725,0.758092,0.8863,0.9149,0.9283,0.9451,0.9559,0.9656,0.9772,0.9849,0.9918
105B,English,layer_12,mean,2.9571,1.3168,0.764242,0.8712,0.9034,0.9185,0.9373,0.95,0.9614,0.9747,0.9834,0.991
105B,English,layer_13,mean,3.8266,1.4351,0.774374,0.8344,0.8754,0.8953,0.9203,0.9376,0.9526,0.9695,0.9802,0.9893
105B,English,layer_14,mean,3.9325,1.4423,0.759379,0.8323,0.8744,0.8928,0.9171,0.9339,0.9487,0.9662,0.9778,0.9879
105B,English,layer_15,mean,4.4906,1.5143,0.765365,0.8121,0.8601,0.8815,0.9087,0.9276,0.9442,0.9634,0.9761,0.987
105B,English,layer_16,mean,5.5865,1.6371,0.77028,0.7809,0.8356,0.8597,0.8918,0.9143,0.9342,0.9572,0.9722,0.985
105B,English,layer_17,mean,7.0804,1.7958,0.779934,0.7453,0.8084,0.8361,0.8733,0.8996,0.9233,0.9508,0.9685,0.9833
105B,English,layer_18,mean,9.4474,2.0316,0.787583,0.7003,0.7721,0.8051,0.8498,0.8825,0.9115,0.9441,0.9645,0.9812
105B,English,layer_19,mean,11.5516,2.2398,0.782924,0.6663,0.7495,0.7855,0.8355,0.8708,0.9022,0.9378,0.9604,0.9789
105B,English,layer_20,mean,16.7081,2.7465,0.786246,0.6005,0.6994,0.747,0.8069,0.85,0.8886,0.9304,0.9558,0.9764
105B,English,layer_21,mean,24.4917,3.4496,0.789413,0.5341,0.6489,0.7024,0.7717,0.8224,0.8696,0.9193,0.9489,0.9728
105B,English,layer_22,mean,37.7617,4.7636,0.796014,0.4506,0.5914,0.6513,0.7308,0.7897,0.8463,0.9065,0.9413,0.969
105B,English,layer_23,mean,50.5994,6.2006,0.801571,0.3909,0.5482,0.6143,0.7022,0.7677,0.8309,0.898,0.9364,0.9666
105B,English,layer_24,mean,76.6883,9.2561,0.812704,0.3145,0.4718,0.5518,0.6522,0.7306,0.8057,0.8835,0.9283,0.9629
105B,English,layer_25,mean,97.354,13.2819,0.824907,0.255,0.4167,0.5116,0.6279,0.7149,0.7974,0.8813,0.9278,0.963
105B,English,layer_26,mean,128.8935,20.6425,0.843421,0.1936,0.3568,0.4595,0.5876,0.6849,0.7782,0.8728,0.9245,0.9623
105B,English,layer_27,mean,143.8288,26.0261,0.846977,0.1627,0.3325,0.4416,0.5765,0.6761,0.7706,0.8678,0.9217,0.9613
105B,English,layer_28,mean,164.1772,37.855,0.849875,0.1008,0.304,0.4217,0.5649,0.6666,0.7626,0.8626,0.9186,0.96
105B,English,layer_29,mean,101.5454,17.3616,0.854064,0.2067,0.4034,0.512,0.6377,0.7242,0.8031,0.8856,0.9328,0.9672
105B,Chinese,layer_0,last,46.1931,4.0405,1.809705,0.4963,0.5375,0.5633,0.6136,0.6707,0.7472,0.8589,0.935,0.9844
105B,Chinese,layer_1,last,48.3677,3.8333,1.152448,0.5098,0.5503,0.5746,0.6169,0.6647,0.7295,0.831,0.9064,0.9652
105B,Chinese,layer_2,last,35.7805,3.1861,1.017244,0.5594,0.6013,0.6231,0.6601,0.6997,0.7534,0.8387,0.9043,0.9597
105B,Chinese,layer_3,last,40.1162,3.3404,0.950626,0.5462,0.5941,0.6157,0.6521,0.69,0.7408,0.8235,0.8905,0.9509
105B,Chinese,layer_4,last,38.6645,3.3246,0.915134,0.547,0.6069,0.6291,0.6653,0.7005,0.7472,0.824,0.8879,0.9479
105B,Chinese,layer_5,last,34.052,3.1158,0.886348,0.5651,0.6287,0.6488,0.6827,0.7151,0.7581,0.8286,0.8888,0.947
105B,Chinese,layer_6,last,44.5732,3.6059,0.871846,0.5247,0.5975,0.6193,0.656,0.691,0.7363,0.8111,0.876,0.9401
105B,Chinese,layer_7,last,54.1599,4.0475,0.851412,0.4945,0.5768,0.599,0.6368,0.6727,0.7194,0.7971,0.8654,0.9339
105B,Chinese,layer_8,last,64.8408,4.5152,0.840015,0.4676,0.5546,0.5787,0.6179,0.6554,0.7032,0.7835,0.8553,0.9281
105B,Chinese,layer_9,last,85.4052,5.4486,0.823249,0.4244,0.5215,0.5472,0.5882,0.6275,0.6775,0.763,0.8403,0.9195
105B,Chinese,layer_10,last,90.5884,5.6481,0.812565,0.4166,0.5144,0.5402,0.5812,0.6204,0.6711,0.7577,0.8355,0.9161
105B,Chinese,layer_11,last,92.6825,5.679,0.794072,0.4154,0.5132,0.5394,0.5808,0.6189,0.6675,0.7517,0.8295,0.9116
105B,Chinese,layer_12,last,120.6343,6.8571,0.776497,0.3768,0.4779,0.5053,0.5498,0.5899,0.6409,0.7303,0.8133,0.9018
105B,Chinese,layer_13,last,126.7965,7.0309,0.761498,0.3723,0.4699,0.4985,0.5454,0.586,0.6364,0.7248,0.808,0.8977
105B,Chinese,layer_14,last,143.9673,7.8073,0.747895,0.3524,0.454,0.4845,0.533,0.5739,0.6244,0.7131,0.7981,0.8912
105B,Chinese,layer_15,last,169.1152,9.0759,0.738884,0.3256,0.4315,0.4638,0.5149,0.5581,0.6104,0.7018,0.7892,0.8854
105B,Chinese,layer_16,last,187.7458,10.0366,0.731271,0.3089,0.4159,0.4499,0.5029,0.5475,0.6014,0.6948,0.7837,0.8815
105B,Chinese,layer_17,last,231.6064,13.0065,0.722774,0.2679,0.3879,0.4247,0.4809,0.5276,0.5839,0.6807,0.7727,0.8744
105B,Chinese,layer_18,last,265.0389,15.8349,0.72037,0.2395,0.3682,0.4067,0.4656,0.5146,0.5734,0.673,0.7671,0.8709
105B,Chinese,layer_19,last,315.2352,21.3417,0.71194,0.1999,0.3429,0.3848,0.4469,0.4989,0.56,0.6624,0.7588,0.8654
105B,Chinese,layer_20,last,362.4385,29.7091,0.701499,0.1562,0.3241,0.3691,0.4346,0.4885,0.5509,0.6545,0.7519,0.8601
105B,Chinese,layer_21,last,379.8995,34.6023,0.687757,0.1308,0.3188,0.3647,0.4325,0.4877,0.5503,0.6523,0.7485,0.8564
105B,Chinese,layer_22,last,369.562,34.8197,0.68182,0.1178,0.3229,0.3707,0.4399,0.4955,0.5576,0.6569,0.7509,0.8568
105B,Chinese,layer_23,last,357.0773,34.1565,0.677784,0.1203,0.3241,0.3753,0.4468,0.5048,0.5673,0.6646,0.7561,0.8591
105B,Chinese,layer_24,last,342.6906,31.3067,0.673293,0.1381,0.3286,0.38,0.4519,0.5109,0.5737,0.67,0.76,0.8609
105B,Chinese,layer_25,last,339.6389,31.2576,0.675764,0.1438,0.3235,0.3789,0.4527,0.5144,0.5795,0.6766,0.7652,0.8639
105B,Chinese,layer_26,last,357.7322,34.0633,0.679743,0.1389,0.3082,0.366,0.4428,0.5077,0.5761,0.6767,0.7668,0.8652
105B,Chinese,layer_27,last,345.8613,32.563,0.680982,0.1487,0.3041,0.369,0.4489,0.5155,0.5852,0.6853,0.7736,0.8689
105B,Chinese,layer_28,last,296.0402,27.7517,0.682315,0.1641,0.3235,0.398,0.48,0.5434,0.6089,0.704,0.7872,0.8766
105B,Chinese,layer_29,last,125.3404,13.4322,0.689513,0.2266,0.4757,0.5455,0.6143,0.6624,0.7115,0.7844,0.8456,0.9104
105B,Chinese,layer_0,mean,110.5727,17.2828,1.257935,0.2144,0.398,0.4868,0.5934,0.6766,0.7656,0.8776,0.9436,0.9836
105B,Chinese,layer_1,mean,68.8863,10.4833,0.978726,0.2852,0.4928,0.579,0.6774,0.749,0.82,0.901,0.9467,0.9779
105B,Chinese,layer_2,mean,3.2482,1.3919,0.889244,0.8471,0.8991,0.9188,0.9373,0.9504,0.9633,0.9782,0.9872,0.994
105B,Chinese,layer_3,mean,2.435,1.2607,0.851334,0.8903,0.9269,0.9412,0.9547,0.9638,0.9727,0.9833,0.9898,0.995
105B,Chinese,layer_4,mean,2.3636,1.2498,0.82992,0.8942,0.9296,0.9442,0.9573,0.9659,0.974,0.9838,0.9899,0.9949
105B,Chinese,layer_5,mean,2.6083,1.293,0.82207,0.8791,0.9195,0.9368,0.9534,0.9633,0.972,0.9824,0.989,0.9944
105B,Chinese,layer_6,mean,2.6052,1.2862,0.810732,0.8815,0.9189,0.9358,0.9519,0.9618,0.9706,0.9812,0.9881,0.9939
105B,Chinese,layer_7,mean,2.8736,1.3244,0.811285,0.8686,0.9072,0.9259,0.9452,0.957,0.9673,0.9793,0.9869,0.9933
105B,Chinese,layer_8,mean,3.1267,1.3585,0.806374,0.8576,0.8987,0.918,0.9392,0.9521,0.9635,0.9767,0.9852,0.9924
105B,Chinese,layer_9,mean,3.0273,1.3371,0.795407,0.8645,0.9018,0.9195,0.9394,0.9517,0.9629,0.976,0.9847,0.992
105B,Chinese,layer_10,mean,3.1924,1.3591,0.789039,0.8575,0.896,0.9141,0.9356,0.9489,0.961,0.9748,0.9838,0.9914
105B,Chinese,layer_11,mean,3.3105,1.3728,0.77901,0.8532,0.8924,0.9111,0.9329,0.9464,0.9587,0.9729,0.9824,0.9907
105B,Chinese,layer_12,mean,3.6784,1.4226,0.782121,0.838,0.881,0.9012,0.9257,0.9411,0.9551,0.9708,0.9811,0.99
105B,Chinese,layer_13,mean,4.7448,1.5691,0.789499,0.7976,0.8539,0.8796,0.9106,0.9301,0.9472,0.9661,0.9783,0.9885
105B,Chinese,layer_14,mean,4.8781,1.5747,0.776145,0.7962,0.851,0.8766,0.9074,0.9265,0.9435,0.963,0.976,0.9871
105B,Chinese,layer_15,mean,5.516,1.658,0.781298,0.7758,0.8365,0.8657,0.9004,0.9216,0.9401,0.9609,0.9747,0.9865
105B,Chinese,layer_16,mean,6.8641,1.8169,0.786335,0.7407,0.8118,0.8452,0.8852,0.91,0.9315,0.9555,0.9714,0.9849
105B,Chinese,layer_17,mean,8.493,1.9942,0.793829,0.7065,0.7862,0.8237,0.869,0.8975,0.9222,0.9501,0.9682,0.9833
105B,Chinese,layer_18,mean,11.3501,2.3154,0.802291,0.6546,0.7524,0.7953,0.848,0.8821,0.9115,0.9438,0.9646,0.9815
105B,Chinese,layer_19,mean,13.8523,2.587,0.796857,0.6181,0.7296,0.7765,0.8334,0.8705,0.9025,0.9377,0.9605,0.9793
105B,Chinese,layer_20,mean,18.7504,3.1254,0.798645,0.5601,0.6915,0.7445,0.8097,0.853,0.8903,0.9304,0.956,0.9769
105B,Chinese,layer_21,mean,26.8627,4.0619,0.804859,0.4873,0.6436,0.7053,0.781,0.8315,0.8744,0.9211,0.9504,0.9741
105B,Chinese,layer_22,mean,38.7518,5.6115,0.814519,0.4073,0.5913,0.6607,0.7477,0.807,0.8579,0.9121,0.9453,0.9717
105B,Chinese,layer_23,mean,50.6875,8.0882,0.826417,0.3283,0.543,0.6275,0.7321,0.8003,0.8555,0.9118,0.9454,0.972
105B,Chinese,layer_24,mean,68.8589,11.3242,0.839574,0.2674,0.4866,0.5813,0.6963,0.7731,0.8356,0.9005,0.9396,0.9697
105B,Chinese,layer_25,mean,79.5379,14.4926,0.848662,0.2251,0.4542,0.5559,0.6806,0.7648,0.8323,0.9,0.9396,0.9699
105B,Chinese,layer_26,mean,98.2031,19.334,0.865687,0.1829,0.409,0.5159,0.65,0.7416,0.8166,0.8928,0.9368,0.9693
105B,Chinese,layer_27,mean,102.9748,22.5452,0.871269,0.1565,0.3929,0.5093,0.6477,0.7424,0.8177,0.8934,0.9374,0.9698
105B,Chinese,layer_28,mean,100.7387,23.1964,0.872231,0.1349,0.4045,0.5199,0.656,0.7465,0.8192,0.8936,0.9374,0.9699
105B,Chinese,layer_29,mean,43.1744,8.2565,0.875115,0.3084,0.5715,0.6608,0.759,0.823,0.8729,0.9252,0.9564,0.9791
105B,French,layer_0,last,50.202,4.4714,1.498505,0.4709,0.5307,0.5652,0.626,0.6853,0.7581,0.8628,0.9334,0.9808
105B,French,layer_1,last,64.664,4.7374,1.016798,0.4577,0.5136,0.5454,0.5987,0.6508,0.7182,0.8209,0.8968,0.9577
105B,French,layer_2,last,57.148,4.2056,0.911915,0.4861,0.5414,0.5705,0.619,0.6649,0.7239,0.8153,0.8858,0.9475
105B,French,layer_3,last,66.0826,4.5179,0.856985,0.4687,0.5312,0.561,0.6083,0.6521,0.7079,0.7958,0.8678,0.9357
105B,French,layer_4,last,64.1772,4.4511,0.823156,0.4717,0.5427,0.572,0.6176,0.6588,0.7106,0.7927,0.862,0.9306
105B,French,layer_5,last,66.0018,4.4709,0.796183,0.4704,0.5436,0.5712,0.6141,0.6544,0.7045,0.7848,0.8543,0.9249
105B,French,layer_6,last,78.2867,4.9571,0.780195,0.4462,0.5231,0.5512,0.5954,0.6363,0.6877,0.7702,0.8428,0.9179
105B,French,layer_7,last,110.8111,6.2694,0.757686,0.3955,0.4786,0.508,0.5541,0.5976,0.653,0.7425,0.8219,0.9053
105B,French,layer_8,last,142.8919,7.6186,0.74225,0.3575,0.4459,0.4764,0.5243,0.5694,0.6267,0.7207,0.8053,0.8951
105B,French,layer_9,last,202.0519,10.3935,0.72587,0.3038,0.3992,0.4315,0.4824,0.5295,0.5897,0.6905,0.7825,0.8814
105B,French,layer_10,last,234.2688,11.9043,0.712552,0.2826,0.3792,0.4111,0.4623,0.5107,0.5722,0.6762,0.7709,0.8735
105B,French,layer_11,last,270.5692,13.4837,0.692081,0.2646,0.3612,0.3934,0.4456,0.4935,0.5538,0.6571,0.7545,0.8622
105B,French,layer_12,last,340.3205,17.3358,0.676503,0.2311,0.3285,0.3611,0.414,0.4631,0.5257,0.6337,0.7359,0.8498
105B,French,layer_13,last,373.0735,18.8259,0.663361,0.2217,0.3154,0.3481,0.4015,0.451,0.5132,0.6215,0.7251,0.8421
105B,French,layer_14,last,402.0353,20.4239,0.65185,0.2123,0.3053,0.3393,0.3935,0.443,0.5043,0.6113,0.7156,0.835
105B,French,layer_15,last,445.517,23.4359,0.644628,0.1972,0.2895,0.3237,0.3791,0.4297,0.4925,0.6015,0.7075,0.8292
105B,French,layer_16,last,477.7991,25.904,0.638338,0.187,0.2782,0.3129,0.3695,0.4212,0.4851,0.5954,0.7026,0.8253
105B,French,layer_17,last,541.8777,32.3931,0.631546,0.1642,0.2596,0.2946,0.3525,0.4055,0.4708,0.5835,0.693,0.8185
105B,French,layer_18,last,574.188,37.639,0.629418,0.1495,0.2497,0.2855,0.3456,0.4009,0.4675,0.5812,0.691,0.8168
105B,French,layer_19,last,612.6802,45.5473,0.626443,0.1322,0.2381,0.2769,0.3397,0.3967,0.4645,0.5786,0.6884,0.8146
105B,French,layer_20,last,647.6179,56.5719,0.621633,0.1114,0.23,0.271,0.3359,0.3942,0.4628,0.5767,0.6862,0.8123
105B,French,layer_21,last,658.7918,63.1659,0.615872,0.0973,0.228,0.27,0.3363,0.3961,0.4648,0.5774,0.6857,0.8108
105B,French,layer_22,last,628.7005,60.524,0.611121,0.0898,0.2366,0.2802,0.3472,0.4068,0.4749,0.5847,0.6898,0.8121
105B,French,layer_23,last,604.6985,57.3527,0.610048,0.0873,0.2416,0.2861,0.3538,0.4143,0.4831,0.5918,0.6948,0.8147
105B,French,layer_24,last,577.1555,52.4342,0.609716,0.103,0.2463,0.2916,0.3601,0.4222,0.492,0.6008,0.7016,0.8184
