checkpoint,language,task,lm_task_name,accuracy,num_fewshot,random_chance,rankme,pr,alpha_req,top_1_var,top_5_var,top_10_var,top_25_var,top_50_var,top_100_var,top_250_var,top_500_var,top_1000_var,rankme_layer,rankme_aggregation
468B,Chinese,m_mmlu,m_mmlu_zh,0.25127231295100644,5,0.25,236.095,13.2764,0.744801,0.2654,0.3792,0.4186,0.4778,0.5266,0.5825,0.6784,0.772,0.8765,layer_15,last
478B,Chinese,m_mmlu,m_mmlu_zh,0.24800607671857197,5,0.25,223.0014,12.8487,0.747045,0.2692,0.3889,0.4285,0.4876,0.536,0.591,0.6853,0.7771,0.8794,layer_15,last
489B,Chinese,m_mmlu,m_mmlu_zh,0.25127231295100644,5,0.25,214.4276,12.6953,0.746795,0.27,0.396,0.4362,0.4956,0.5434,0.5976,0.6903,0.7806,0.8813,layer_15,last
499B,Chinese,m_mmlu,m_mmlu_zh,0.2679073300417774,5,0.25,210.0318,12.392,0.746794,0.2736,0.3987,0.4389,0.4985,0.546,0.5999,0.6921,0.7819,0.882,layer_15,last
510B,Chinese,m_mmlu,m_mmlu_zh,0.26524876566654004,5,0.25,206.7081,12.2242,0.748604,0.2755,0.4014,0.4415,0.5006,0.5478,0.6015,0.6934,0.783,0.8827,layer_15,last
520B,Chinese,m_mmlu,m_mmlu_zh,0.2552981390049373,5,0.25,212.2155,12.5628,0.747803,0.2715,0.3972,0.4375,0.4972,0.5447,0.5988,0.6913,0.7815,0.8818,layer_15,last
531B,Chinese,m_mmlu,m_mmlu_zh,0.2605393087732624,5,0.25,208.562,12.4964,0.748893,0.2718,0.4006,0.4411,0.5004,0.5477,0.6015,0.6936,0.7832,0.8829,layer_15,last
541B,Chinese,m_mmlu,m_mmlu_zh,0.26448917584504367,5,0.25,209.4232,12.4909,0.748838,0.272,0.3999,0.4401,0.4993,0.5468,0.6006,0.6928,0.7827,0.8826,layer_15,last
552B,Chinese,m_mmlu,m_mmlu_zh,0.26259020129130267,5,0.25,198.4541,12.0036,0.748934,0.2771,0.409,0.449,0.5079,0.5544,0.6072,0.6978,0.7862,0.8845,layer_15,last
562B,Chinese,m_mmlu,m_mmlu_zh,0.26486897075579185,5,0.25,220.3192,12.9591,0.749476,0.2673,0.3911,0.4312,0.4911,0.539,0.5937,0.6875,0.7791,0.8808,layer_15,last
573B,Chinese,m_mmlu,m_mmlu_zh,0.26479301177364223,5,0.25,214.2413,12.6582,0.749812,0.2705,0.3953,0.4357,0.4952,0.5431,0.5974,0.6904,0.7812,0.882,layer_15,last
583B,Chinese,m_mmlu,m_mmlu_zh,0.26213444739840486,5,0.25,210.9113,12.5419,0.750119,0.2717,0.3974,0.4383,0.4982,0.5459,0.5999,0.6924,0.7825,0.8827,layer_15,last
593B,Chinese,m_mmlu,m_mmlu_zh,0.2613748575769085,5,0.25,210.6758,12.6212,0.749674,0.2704,0.3982,0.4392,0.4991,0.5466,0.6005,0.6927,0.7827,0.8828,layer_15,last
10B,English,m_mmlu,m_mmlu_en,0.26919595715794237,5,0.25,679.22,84.594,0.706776,0.078,0.1976,0.2385,0.3049,0.3678,0.4499,0.5943,0.7209,0.8474,layer_15,last
21B,English,m_mmlu,m_mmlu_en,0.27040277568260673,5,0.25,673.8874,51.3799,0.666963,0.1282,0.2147,0.2497,0.3079,0.3635,0.436,0.5668,0.6899,0.8238,layer_15,last
31B,English,m_mmlu,m_mmlu_en,0.255996379544426,5,0.25,583.1367,37.2255,0.652805,0.153,0.2454,0.2812,0.3363,0.3883,0.455,0.5759,0.6925,0.8227,layer_15,last
42B,English,m_mmlu,m_mmlu_en,0.2604465228541258,5,0.25,543.2372,29.9351,0.643129,0.1746,0.2593,0.2908,0.3446,0.3957,0.4606,0.5777,0.6916,0.8205,layer_15,last
52B,English,m_mmlu,m_mmlu_en,0.25614723186000904,5,0.25,505.2975,24.7661,0.640879,0.1948,0.2716,0.3017,0.3526,0.4018,0.4644,0.5786,0.6913,0.82,layer_15,last
63B,English,m_mmlu,m_mmlu_en,0.25720319806909037,5,0.25,452.1184,21.8879,0.635341,0.2068,0.2921,0.3236,0.3748,0.4221,0.4818,0.5905,0.6987,0.8233,layer_15,last
73B,English,m_mmlu,m_mmlu_en,0.2583345904359632,5,0.25,437.2885,20.0625,0.633615,0.2175,0.2965,0.3269,0.3778,0.4247,0.4835,0.591,0.6983,0.8227,layer_15,last
84B,English,m_mmlu,m_mmlu_en,0.255996379544426,5,0.25,438.3942,20.1068,0.633799,0.2173,0.2964,0.3267,0.3772,0.4241,0.4832,0.5906,0.698,0.8226,layer_15,last
94B,English,m_mmlu,m_mmlu_en,0.26806456479106955,5,0.25,12.7191,1.9752,0.633253,0.7106,0.762,0.7742,0.792,0.8079,0.8276,0.8632,0.8988,0.9403,layer_15,last
105B,English,m_mmlu,m_mmlu_en,0.26527379695278325,5,0.25,380.6306,16.7673,0.629437,0.2388,0.3191,0.3495,0.3999,0.4445,0.5005,0.6029,0.7061,0.8267,layer_15,last
115B,English,m_mmlu,m_mmlu_en,0.2725901342585609,5,0.25,383.3102,16.6356,0.629197,0.2404,0.3168,0.347,0.3971,0.4427,0.4995,0.6022,0.7056,0.8264,layer_15,last
126B,English,m_mmlu,m_mmlu_en,0.27010107105144066,5,0.25,398.871,17.6061,0.62711,0.2329,0.3128,0.343,0.3929,0.4375,0.4938,0.5967,0.7011,0.8236,layer_15,last
