checkpoint,language,task,lm_task_name,accuracy,num_fewshot,random_chance,rankme,pr,alpha_req,top_1_var,top_5_var,top_10_var,top_25_var,top_50_var,top_100_var,top_250_var,top_500_var,top_1000_var,rankme_layer,rankme_aggregation
step2400000-tokens13112B,Chinese,m_mmlu,m_mmlu_zh,0.5502468666919863,5,0.25,419.0615,45.3418,0.785638,0.1247,0.2529,0.3127,0.3984,0.4683,0.5469,0.6718,0.7801,0.8861,layer_21,last
step2450000-tokens13532B,Chinese,m_mmlu,m_mmlu_zh,0.5544246107102165,5,0.25,408.7204,43.9041,0.781364,0.1297,0.2481,0.3144,0.4029,0.4763,0.5548,0.6786,0.7846,0.8881,layer_21,last
step2500000-tokens13952B,Chinese,m_mmlu,m_mmlu_zh,0.5652867451576149,5,0.25,411.7017,43.3621,0.780748,0.1314,0.2472,0.3115,0.4009,0.4739,0.5526,0.677,0.7834,0.8873,layer_21,last
step2550000-tokens14372B,Chinese,m_mmlu,m_mmlu_zh,0.5668059248006077,5,0.25,419.8976,45.5362,0.783304,0.1273,0.2407,0.3064,0.3964,0.4705,0.5511,0.6769,0.7838,0.8879,layer_21,last
step2600000-tokens14792B,Chinese,m_mmlu,m_mmlu_zh,0.5698442840865933,5,0.25,418.6928,45.8547,0.783314,0.1258,0.242,0.3079,0.3979,0.4706,0.5511,0.6771,0.7842,0.8882,layer_21,last
step2627139-tokens15T,Chinese,m_mmlu,m_mmlu_zh,0.5681731864793012,5,0.25,416.3215,45.9509,0.785506,0.1257,0.2408,0.3069,0.399,0.4725,0.5533,0.6792,0.7858,0.8891,layer_21,last
step50000-tokens210B,English,m_mmlu,m_mmlu_en,0.27198672499622867,5,0.25,782.5112,81.9966,0.621005,0.0839,0.1905,0.2326,0.2963,0.3575,0.4321,0.5554,0.6721,0.8044,layer_21,last
step100000-tokens420B,English,m_mmlu,m_mmlu_en,0.2399306079348318,5,0.25,495.399,39.5851,0.634268,0.1215,0.2757,0.3184,0.3782,0.4347,0.5018,0.6121,0.716,0.8322,layer_21,last
step150000-tokens630B,English,m_mmlu,m_mmlu_en,0.39674158998340625,5,0.25,404.7943,30.437,0.637615,0.1502,0.3113,0.3556,0.4141,0.4679,0.5313,0.6352,0.7333,0.8427,layer_21,last
step200000-tokens840B,English,m_mmlu,m_mmlu_en,0.406094433549555,5,0.25,465.0408,36.1402,0.637747,0.1353,0.286,0.3309,0.3907,0.4455,0.5109,0.6188,0.7213,0.8359,layer_21,last
step250000-tokens1050B,English,m_mmlu,m_mmlu_en,0.41356162317091566,5,0.25,505.914,42.0758,0.640072,0.1188,0.2692,0.316,0.3772,0.4335,0.5004,0.6108,0.7159,0.8332,layer_21,last
step300000-tokens1260B,English,m_mmlu,m_mmlu_en,0.44048876150248906,5,0.25,546.8809,48.2736,0.640406,0.1062,0.2563,0.3027,0.3646,0.4218,0.4895,0.6021,0.7095,0.8295,layer_21,last
step350000-tokens1470B,English,m_mmlu,m_mmlu_en,0.4543671745361291,5,0.25,599.6746,55.6978,0.641925,0.093,0.2378,0.2842,0.3475,0.4054,0.4749,0.5911,0.7018,0.8253,layer_21,last
step400000-tokens1680B,English,m_mmlu,m_mmlu_en,0.4582893347412883,5,0.25,649.3178,62.064,0.642491,0.089,0.2219,0.2678,0.3312,0.3907,0.4613,0.5802,0.694,0.8211,layer_21,last
step450000-tokens1890B,English,m_mmlu,m_mmlu_en,0.4765424649268366,5,0.25,664.7139,65.1003,0.64251,0.0906,0.2174,0.263,0.3274,0.387,0.4583,0.5779,0.6923,0.8201,layer_21,last
step500000-tokens2100B,English,m_mmlu,m_mmlu_en,0.48695127470206667,5,0.25,709.5966,71.183,0.642973,0.0873,0.2047,0.2489,0.3132,0.3738,0.4458,0.5679,0.6852,0.8161,layer_21,last
step550000-tokens2310B,English,m_mmlu,m_mmlu_en,0.4739779755619249,5,0.25,707.7569,73.2585,0.643608,0.0854,0.2049,0.2503,0.3152,0.3761,0.448,0.57,0.6868,0.8172,layer_21,last
step600000-tokens2520B,English,m_mmlu,m_mmlu_en,0.4912505656961834,5,0.25,742.7192,78.5838,0.642683,0.0831,0.1967,0.241,0.3052,0.3662,0.439,0.5623,0.6809,0.8137,layer_21,last
