predictor,normalization,k,scope,checkpoint,n,spearman_r,spearman_p,pearson_r,pearson_p,layer
alpha_abs_diff,accuracy_majority,0,per_ckpt,all,72,0.0437,0.7622,0.0218,0.9071,layer_29
alpha_abs_diff,overall_score,0,per_ckpt,all,72,-0.0849,0.6214,-0.11,0.3676,layer_29
alpha_abs_diff,transfer_score,0,per_ckpt,all,72,-0.0792,0.6364,-0.0888,0.4416,layer_29
alpha_abs_diff,transfer_score_str,0,per_ckpt,all,72,-0.191,0.3087,-0.1481,0.4256,layer_29
alpha_abs_diff,overall_score_str,0,per_ckpt,all,72,-0.0445,0.8501,-0.011,0.968,layer_29
alpha_abs_diff,transfer_margin_str,0,per_ckpt,all,72,-0.2937,0.0769,-0.2775,0.1099,layer_29
alpha_abs_diff,overall_margin_str,0,per_ckpt,all,72,-0.1838,0.4086,-0.102,0.6573,layer_29
alpha_abs_diff,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.0445,0.7992,0.0049,0.974,layer_29
alpha_abs_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.0226,0.8492,-0.0045,0.971,layer_29
alpha_abs_diff,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.0104,0.95,0.0193,0.9101,layer_29
alpha_signed_diff,accuracy_majority,0,per_ckpt,all,72,-0.1789,0.4236,-0.1481,0.4545,layer_29
alpha_signed_diff,overall_score,0,per_ckpt,all,72,-0.1068,0.6064,-0.084,0.7083,layer_29
alpha_signed_diff,transfer_score,0,per_ckpt,all,72,-0.1272,0.5415,-0.1639,0.4406,layer_29
alpha_signed_diff,transfer_score_str,0,per_ckpt,all,72,-0.4531,0.004,-0.4506,0.004,layer_29
alpha_signed_diff,overall_score_str,0,per_ckpt,all,72,-0.0995,0.5395,-0.049,0.7562,layer_29
alpha_signed_diff,transfer_margin_str,0,per_ckpt,all,72,-0.2166,0.4116,-0.2545,0.3337,layer_29
alpha_signed_diff,overall_margin_str,0,per_ckpt,all,72,-0.0013,0.995,-0.0066,0.966,layer_29
alpha_signed_diff,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.1464,0.5285,-0.1356,0.5015,layer_29
alpha_signed_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.097,0.5964,-0.0535,0.7353,layer_29
alpha_signed_diff,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.2704,0.2118,-0.2126,0.2887,layer_29
alpha_min,accuracy_majority,0,per_ckpt,all,72,0.1273,0.4645,0.1493,0.3536,layer_29
alpha_min,overall_score,0,per_ckpt,all,72,0.1092,0.6214,0.213,0.0889,layer_29
alpha_min,transfer_score,0,per_ckpt,all,72,0.0628,0.7802,0.0282,0.8102,layer_29
alpha_min,transfer_score_str,0,per_ckpt,all,72,0.2941,0.1908,0.283,0.1668,layer_29
alpha_min,overall_score_str,0,per_ckpt,all,72,0.388,0.1538,0.4327,0.0879,layer_29
alpha_min,transfer_margin_str,0,per_ckpt,all,72,0.2707,0.1978,0.2527,0.1908,layer_29
alpha_min,overall_margin_str,0,per_ckpt,all,72,0.6561,0.006,0.586,0.006,layer_29
alpha_min,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.1132,0.5524,0.1383,0.3686,layer_29
alpha_min,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.061,0.6873,0.1095,0.3397,layer_29
alpha_min,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.1391,0.4825,0.1586,0.3826,layer_29
alpha_max,accuracy_majority,0,per_ckpt,all,72,0.0874,0.6074,0.1063,0.5874,layer_29
alpha_max,overall_score,0,per_ckpt,all,72,0.0189,0.9331,0.0238,0.8691,layer_29
alpha_max,transfer_score,0,per_ckpt,all,72,-0.0088,0.954,-0.0641,0.5724,layer_29
alpha_max,transfer_score_str,0,per_ckpt,all,72,0.0384,0.8701,0.0298,0.9061,layer_29
alpha_max,overall_score_str,0,per_ckpt,all,72,0.2319,0.4096,0.2407,0.4336,layer_29
alpha_max,transfer_margin_str,0,per_ckpt,all,72,-0.1094,0.6194,-0.1049,0.6144,layer_29
alpha_max,overall_margin_str,0,per_ckpt,all,72,0.2548,0.3566,0.2471,0.3546,layer_29
alpha_max,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.0638,0.7243,0.0846,0.6913,layer_29
alpha_max,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.0866,0.5185,0.0594,0.6633,layer_29
alpha_max,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.0212,0.9141,0.1094,0.6324,layer_29
alpha_norm_asym,accuracy_majority,0,per_ckpt,all,72,-0.2179,0.3247,-0.2062,0.2907,layer_29
alpha_norm_asym,overall_score,0,per_ckpt,all,72,-0.0467,0.8122,-0.0367,0.8711,layer_29
alpha_norm_asym,transfer_score,0,per_ckpt,all,72,-0.0761,0.6963,-0.1416,0.5115,layer_29
alpha_norm_asym,transfer_score_str,0,per_ckpt,all,72,-0.4072,0.02,-0.3973,0.028,layer_29
alpha_norm_asym,overall_score_str,0,per_ckpt,all,72,-0.0817,0.6424,-0.0403,0.8032,layer_29
alpha_norm_asym,transfer_margin_str,0,per_ckpt,all,72,-0.0771,0.7782,-0.0811,0.7592,layer_29
alpha_norm_asym,overall_margin_str,0,per_ckpt,all,72,0.0779,0.6523,0.101,0.5365,layer_29
alpha_norm_asym,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.1732,0.4505,-0.1611,0.4535,layer_29
alpha_norm_asym,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.1307,0.4645,-0.1032,0.4985,layer_29
alpha_norm_asym,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.319,0.1409,-0.2708,0.1648,layer_29
alpha_abs_ratio,accuracy_majority,0,per_ckpt,all,72,-0.097,0.5025,-0.1027,0.4675,layer_29
alpha_abs_ratio,overall_score,0,per_ckpt,all,72,-0.1652,0.3477,-0.1367,0.2747,layer_29
alpha_abs_ratio,transfer_score,0,per_ckpt,all,72,-0.1327,0.4346,0.0317,0.8142,layer_29
alpha_abs_ratio,transfer_score_str,0,per_ckpt,all,72,-0.3669,0.035,-0.2552,0.1748,layer_29
alpha_abs_ratio,overall_score_str,0,per_ckpt,all,72,-0.3012,0.1608,-0.2418,0.3207,layer_29
alpha_abs_ratio,transfer_margin_str,0,per_ckpt,all,72,-0.3978,0.006,-0.4125,0.007,layer_29
alpha_abs_ratio,overall_margin_str,0,per_ckpt,all,72,-0.5475,0.004,-0.4351,0.034,layer_29
alpha_abs_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0994,0.5425,-0.1084,0.4515,layer_29
alpha_abs_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0828,0.4725,-0.1594,0.1558,layer_29
alpha_abs_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1057,0.5425,-0.1102,0.5634,layer_29
alpha_signed_ratio,accuracy_majority,0,per_ckpt,all,72,-0.2179,0.3247,-0.2679,0.0819,layer_29
alpha_signed_ratio,overall_score,0,per_ckpt,all,72,-0.0467,0.8122,-0.1256,0.4226,layer_29
alpha_signed_ratio,transfer_score,0,per_ckpt,all,72,-0.0761,0.6963,-0.148,0.3666,layer_29
alpha_signed_ratio,transfer_score_str,0,per_ckpt,all,72,-0.4072,0.02,-0.4303,0.005,layer_29
alpha_signed_ratio,overall_score_str,0,per_ckpt,all,72,-0.0817,0.6424,-0.1913,0.1568,layer_29
alpha_signed_ratio,transfer_margin_str,0,per_ckpt,all,72,-0.0771,0.7782,-0.2266,0.1958,layer_29
alpha_signed_ratio,overall_margin_str,0,per_ckpt,all,72,0.0779,0.6523,-0.137,0.3077,layer_29
alpha_signed_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.1732,0.4505,-0.1941,0.2188,layer_29
alpha_signed_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.1307,0.4645,-0.2042,0.1309,layer_29
alpha_signed_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.319,0.1409,-0.2565,0.1039,layer_29
alpha_log_ratio,accuracy_majority,0,per_ckpt,all,72,-0.2179,0.3247,-0.227,0.2488,layer_29
alpha_log_ratio,overall_score,0,per_ckpt,all,72,-0.0467,0.8122,-0.043,0.8352,layer_29
alpha_log_ratio,transfer_score,0,per_ckpt,all,72,-0.0761,0.6963,-0.1628,0.4545,layer_29
alpha_log_ratio,transfer_score_str,0,per_ckpt,all,72,-0.4072,0.02,-0.3927,0.028,layer_29
alpha_log_ratio,overall_score_str,0,per_ckpt,all,72,-0.0817,0.6424,-0.0501,0.7622,layer_29
alpha_log_ratio,transfer_margin_str,0,per_ckpt,all,72,-0.0771,0.7782,-0.0496,0.8681,layer_29
alpha_log_ratio,overall_margin_str,0,per_ckpt,all,72,0.0779,0.6523,0.1166,0.4735,layer_29
alpha_log_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.1732,0.4505,-0.1655,0.4496,layer_29
alpha_log_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.1307,0.4645,-0.1153,0.4376,layer_29
alpha_log_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.319,0.1409,-0.2652,0.1828,layer_29
A_abs_diff,accuracy_majority,0,per_ckpt,all,72,-0.1493,0.2318,-0.211,0.1219,layer_29
A_abs_diff,overall_score,0,per_ckpt,all,72,-0.1103,0.4955,-0.1792,0.1159,layer_29
A_abs_diff,transfer_score,0,per_ckpt,all,72,-0.0802,0.6254,-0.0865,0.4396,layer_29
A_abs_diff,transfer_score_str,0,per_ckpt,all,72,-0.3899,0.022,-0.3588,0.037,layer_29
A_abs_diff,overall_score_str,0,per_ckpt,all,72,-0.4337,0.03,-0.447,0.024,layer_29
A_abs_diff,transfer_margin_str,0,per_ckpt,all,72,-0.1536,0.3686,-0.1827,0.2987,layer_29
A_abs_diff,overall_margin_str,0,per_ckpt,all,72,-0.5239,0.003,-0.4762,0.015,layer_29
A_abs_diff,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.1612,0.2248,-0.1987,0.1349,layer_29
A_abs_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.2028,0.0889,-0.1974,0.0689,layer_29
A_abs_diff,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.0508,0.7612,-0.0363,0.8052,layer_29
A_signed_diff,accuracy_majority,0,per_ckpt,all,72,-0.1022,0.6474,-0.0808,0.6783,layer_29
A_signed_diff,overall_score,0,per_ckpt,all,72,-0.0064,0.975,0.0318,0.8761,layer_29
A_signed_diff,transfer_score,0,per_ckpt,all,72,-0.0371,0.8621,-0.0777,0.7253,layer_29
A_signed_diff,transfer_score_str,0,per_ckpt,all,72,-0.3737,0.049,-0.3683,0.0609,layer_29
A_signed_diff,overall_score_str,0,per_ckpt,all,72,-0.1867,0.2468,-0.1371,0.3636,layer_29
A_signed_diff,transfer_margin_str,0,per_ckpt,all,72,0.0292,0.9241,0.0171,0.954,layer_29
A_signed_diff,overall_margin_str,0,per_ckpt,all,72,0.0297,0.8701,0.0362,0.8352,layer_29
A_signed_diff,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0405,0.8671,-0.0215,0.9231,layer_29
A_signed_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.1081,0.5774,-0.0454,0.7792,layer_29
A_signed_diff,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1343,0.5335,-0.0867,0.6763,layer_29
A_min,accuracy_majority,0,per_ckpt,all,72,0.2449,0.1349,0.2601,0.0739,layer_29
A_min,overall_score,0,per_ckpt,all,72,0.1204,0.5754,0.168,0.2038,layer_29
A_min,transfer_score,0,per_ckpt,all,72,0.0806,0.6903,0.0126,0.9121,layer_29
A_min,transfer_score_str,0,per_ckpt,all,72,0.1733,0.4366,0.1944,0.3686,layer_29
A_min,overall_score_str,0,per_ckpt,all,72,0.2677,0.3417,0.3327,0.2298,layer_29
A_min,transfer_margin_str,0,per_ckpt,all,72,0.1755,0.4386,0.2811,0.1718,layer_29
A_min,overall_margin_str,0,per_ckpt,all,72,0.4541,0.0809,0.4919,0.0609,layer_29
A_min,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.2132,0.2248,0.2401,0.0769,layer_29
A_min,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.1419,0.3457,0.1735,0.1409,layer_29
A_min,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.1983,0.3007,0.1899,0.3327,layer_29
A_max,accuracy_majority,0,per_ckpt,all,72,0.1172,0.4915,0.0779,0.6653,layer_29
A_max,overall_score,0,per_ckpt,all,72,-0.0108,0.965,-0.0019,0.99,layer_29
A_max,transfer_score,0,per_ckpt,all,72,-0.0399,0.8591,-0.089,0.4346,layer_29
A_max,transfer_score_str,0,per_ckpt,all,72,-0.1957,0.3676,-0.1862,0.4216,layer_29
A_max,overall_score_str,0,per_ckpt,all,72,-0.1534,0.6134,-0.1157,0.7143,layer_29
A_max,transfer_margin_str,0,per_ckpt,all,72,0.077,0.7413,0.1391,0.4945,layer_29
A_max,overall_margin_str,0,per_ckpt,all,72,-0.0065,0.976,0.0534,0.8092,layer_29
A_max,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.1148,0.5425,0.067,0.7013,layer_29
A_max,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.0031,0.988,-0.0169,0.8811,layer_29
A_max,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.1937,0.3227,0.1998,0.2767,layer_29
A_norm_asym,accuracy_majority,0,per_ckpt,all,72,-0.0997,0.6523,-0.0854,0.6583,layer_29
A_norm_asym,overall_score,0,per_ckpt,all,72,0.0116,0.951,0.0477,0.8222,layer_29
A_norm_asym,transfer_score,0,per_ckpt,all,72,-0.0186,0.9181,-0.0585,0.8042,layer_29
A_norm_asym,transfer_score_str,0,per_ckpt,all,72,-0.355,0.0679,-0.3421,0.0829,layer_29
A_norm_asym,overall_score_str,0,per_ckpt,all,72,-0.1461,0.3686,-0.0913,0.5584,layer_29
A_norm_asym,transfer_margin_str,0,per_ckpt,all,72,0.0112,0.964,0.0066,0.979,layer_29
A_norm_asym,overall_margin_str,0,per_ckpt,all,72,0.0493,0.7622,0.0657,0.6843,layer_29
A_norm_asym,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.03,0.9261,-0.0137,0.9331,layer_29
A_norm_asym,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0938,0.6104,-0.0332,0.8342,layer_29
A_norm_asym,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1435,0.5145,-0.0978,0.6474,layer_29
A_abs_ratio,accuracy_majority,0,per_ckpt,all,72,-0.1879,0.1758,-0.2234,0.0829,layer_29
A_abs_ratio,overall_score,0,per_ckpt,all,72,-0.1149,0.5165,-0.1696,0.1319,layer_29
A_abs_ratio,transfer_score,0,per_ckpt,all,72,-0.0801,0.6414,-0.0841,0.4745,layer_29
A_abs_ratio,transfer_score_str,0,per_ckpt,all,72,-0.3467,0.0689,-0.2665,0.1638,layer_29
A_abs_ratio,overall_score_str,0,per_ckpt,all,72,-0.4126,0.0659,-0.3753,0.0869,layer_29
A_abs_ratio,transfer_margin_str,0,per_ckpt,all,72,-0.1877,0.3157,-0.1682,0.3596,layer_29
A_abs_ratio,overall_margin_str,0,per_ckpt,all,72,-0.5486,0.007,-0.4264,0.0519,layer_29
A_abs_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.1972,0.1798,-0.2003,0.1189,layer_29
A_abs_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.1917,0.1359,-0.1492,0.1928,layer_29
A_abs_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.0893,0.6044,-0.0774,0.6743,layer_29
A_signed_ratio,accuracy_majority,0,per_ckpt,all,72,-0.0997,0.6523,-0.1377,0.4585,layer_29
A_signed_ratio,overall_score,0,per_ckpt,all,72,0.0116,0.951,-0.0068,0.974,layer_29
A_signed_ratio,transfer_score,0,per_ckpt,all,72,-0.0186,0.9181,-0.0743,0.7203,layer_29
A_signed_ratio,transfer_score_str,0,per_ckpt,all,72,-0.355,0.0679,-0.4029,0.035,layer_29
A_signed_ratio,overall_score_str,0,per_ckpt,all,72,-0.1461,0.3686,-0.2004,0.0819,layer_29
A_signed_ratio,transfer_margin_str,0,per_ckpt,all,72,0.0112,0.964,-0.0557,0.7912,layer_29
A_signed_ratio,overall_margin_str,0,per_ckpt,all,72,0.0493,0.7622,-0.0782,0.5455,layer_29
A_signed_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.03,0.9261,-0.0621,0.7522,layer_29
A_signed_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0938,0.6104,-0.0431,0.7832,layer_29
A_signed_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1435,0.5145,-0.0927,0.6204,layer_29
A_log_ratio,accuracy_majority,0,per_ckpt,all,72,-0.0997,0.6523,-0.0812,0.6763,layer_29
A_log_ratio,overall_score,0,per_ckpt,all,72,0.0116,0.951,0.0489,0.8152,layer_29
A_log_ratio,transfer_score,0,per_ckpt,all,72,-0.0186,0.9181,-0.0536,0.8172,layer_29
A_log_ratio,transfer_score_str,0,per_ckpt,all,72,-0.355,0.0679,-0.3429,0.0769,layer_29
A_log_ratio,overall_score_str,0,per_ckpt,all,72,-0.1461,0.3686,-0.091,0.5614,layer_29
A_log_ratio,transfer_margin_str,0,per_ckpt,all,72,0.0112,0.964,0.0017,0.996,layer_29
A_log_ratio,overall_margin_str,0,per_ckpt,all,72,0.0493,0.7622,0.0622,0.6973,layer_29
A_log_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.03,0.9261,-0.0101,0.956,layer_29
A_log_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0938,0.6104,-0.024,0.8821,layer_29
A_log_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1435,0.5145,-0.0908,0.6853,layer_29
drop_to_min_abs_diff,accuracy_majority,0,per_ckpt,all,72,-0.1093,0.3816,-0.1696,0.2348,layer_29
drop_to_min_abs_diff,overall_score,0,per_ckpt,all,72,-0.0968,0.5714,-0.1567,0.1838,layer_29
drop_to_min_abs_diff,transfer_score,0,per_ckpt,all,72,-0.0757,0.6434,-0.0898,0.4156,layer_29
drop_to_min_abs_diff,transfer_score_str,0,per_ckpt,all,72,-0.3613,0.032,-0.3279,0.0659,layer_29
drop_to_min_abs_diff,overall_score_str,0,per_ckpt,all,72,-0.4046,0.044,-0.4127,0.0529,layer_29
drop_to_min_abs_diff,transfer_margin_str,0,per_ckpt,all,72,-0.182,0.2927,-0.1943,0.2827,layer_29
drop_to_min_abs_diff,overall_margin_str,0,per_ckpt,all,72,-0.5176,0.003,-0.458,0.022,layer_29
drop_to_min_abs_diff,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.1212,0.3616,-0.1596,0.2288,layer_29
drop_to_min_abs_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.1531,0.1878,-0.175,0.1099,layer_29
drop_to_min_abs_diff,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.0119,0.9411,0.0094,0.9481,layer_29
drop_to_min_signed_diff,accuracy_majority,0,per_ckpt,all,72,-0.0878,0.7073,-0.0511,0.7922,layer_29
drop_to_min_signed_diff,overall_score,0,per_ckpt,all,72,0.0331,0.8771,0.0687,0.7323,layer_29
drop_to_min_signed_diff,transfer_score,0,per_ckpt,all,72,0.0023,0.993,-0.0419,0.8601,layer_29
drop_to_min_signed_diff,transfer_score_str,0,per_ckpt,all,72,-0.3616,0.0609,-0.3529,0.0789,layer_29
drop_to_min_signed_diff,overall_score_str,0,per_ckpt,all,72,-0.1602,0.3217,-0.1183,0.4346,layer_29
drop_to_min_signed_diff,transfer_margin_str,0,per_ckpt,all,72,-0.0055,0.985,-0.0117,0.966,layer_29
drop_to_min_signed_diff,overall_margin_str,0,per_ckpt,all,72,0.0281,0.8721,0.0309,0.8541,layer_29
drop_to_min_signed_diff,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0221,0.9231,0.0086,0.965,layer_29
drop_to_min_signed_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0921,0.6384,-0.0248,0.8971,layer_29
drop_to_min_signed_diff,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1277,0.5624,-0.0675,0.7652,layer_29
drop_to_min_min,accuracy_majority,0,per_ckpt,all,72,0.2449,0.1349,0.253,0.0989,layer_29
drop_to_min_min,overall_score,0,per_ckpt,all,72,0.1204,0.5754,0.1658,0.2118,layer_29
drop_to_min_min,transfer_score,0,per_ckpt,all,72,0.0806,0.6903,0.0171,0.8841,layer_29
drop_to_min_min,transfer_score_str,0,per_ckpt,all,72,0.1733,0.4366,0.1981,0.3686,layer_29
drop_to_min_min,overall_score_str,0,per_ckpt,all,72,0.2677,0.3417,0.3377,0.2228,layer_29
drop_to_min_min,transfer_margin_str,0,per_ckpt,all,72,0.1755,0.4386,0.2712,0.1868,layer_29
drop_to_min_min,overall_margin_str,0,per_ckpt,all,72,0.4541,0.0809,0.4893,0.0619,layer_29
drop_to_min_min,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.2132,0.2248,0.235,0.0849,layer_29
drop_to_min_min,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.1419,0.3457,0.163,0.1768,layer_29
drop_to_min_min,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.1983,0.3007,0.1853,0.3506,layer_29
drop_to_min_max,accuracy_majority,0,per_ckpt,all,72,0.1172,0.4915,0.1139,0.4975,layer_29
drop_to_min_max,overall_score,0,per_ckpt,all,72,-0.0108,0.965,0.0197,0.8971,layer_29
drop_to_min_max,transfer_score,0,per_ckpt,all,72,-0.0399,0.8591,-0.0868,0.4605,layer_29
drop_to_min_max,transfer_score_str,0,per_ckpt,all,72,-0.1957,0.3676,-0.1459,0.5495,layer_29
drop_to_min_max,overall_score_str,0,per_ckpt,all,72,-0.1534,0.6134,-0.0725,0.8322,layer_29
drop_to_min_max,transfer_margin_str,0,per_ckpt,all,72,0.077,0.7413,0.107,0.6084,layer_29
drop_to_min_max,overall_margin_str,0,per_ckpt,all,72,-0.0065,0.976,0.0635,0.7872,layer_29
drop_to_min_max,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.1148,0.5425,0.1033,0.5355,layer_29
drop_to_min_max,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.0031,0.988,-0.0058,0.964,layer_29
drop_to_min_max,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.1937,0.3227,0.2444,0.1808,layer_29
drop_to_min_norm_asym,accuracy_majority,0,per_ckpt,all,72,-0.0909,0.6773,-0.0615,0.7542,layer_29
drop_to_min_norm_asym,overall_score,0,per_ckpt,all,72,0.0347,0.8561,0.0767,0.7043,layer_29
drop_to_min_norm_asym,transfer_score,0,per_ckpt,all,72,0.0036,0.987,-0.0284,0.8971,layer_29
drop_to_min_norm_asym,transfer_score_str,0,per_ckpt,all,72,-0.3493,0.0709,-0.3301,0.0969,layer_29
drop_to_min_norm_asym,overall_score_str,0,per_ckpt,all,72,-0.1307,0.4216,-0.0766,0.6394,layer_29
drop_to_min_norm_asym,transfer_margin_str,0,per_ckpt,all,72,-0.0159,0.9471,-0.0178,0.9441,layer_29
drop_to_min_norm_asym,overall_margin_str,0,per_ckpt,all,72,0.0471,0.7822,0.06,0.7153,layer_29
drop_to_min_norm_asym,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.022,0.9441,0.0107,0.954,layer_29
drop_to_min_norm_asym,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0855,0.6474,-0.0163,0.9201,layer_29
drop_to_min_norm_asym,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1414,0.5175,-0.0823,0.7153,layer_29
drop_to_min_abs_ratio,accuracy_majority,0,per_ckpt,all,72,-0.1537,0.2707,-0.2002,0.1499,layer_29
drop_to_min_abs_ratio,overall_score,0,per_ckpt,all,72,-0.0968,0.5884,-0.1557,0.1848,layer_29
drop_to_min_abs_ratio,transfer_score,0,per_ckpt,all,72,-0.0674,0.6983,-0.0866,0.4705,layer_29
drop_to_min_abs_ratio,transfer_score_str,0,per_ckpt,all,72,-0.3368,0.0819,-0.2405,0.2218,layer_29
drop_to_min_abs_ratio,overall_score_str,0,per_ckpt,all,72,-0.4021,0.0769,-0.3507,0.1359,layer_29
drop_to_min_abs_ratio,transfer_margin_str,0,per_ckpt,all,72,-0.2073,0.2827,-0.1626,0.3796,layer_29
drop_to_min_abs_ratio,overall_margin_str,0,per_ckpt,all,72,-0.5493,0.008,-0.4039,0.0859,layer_29
drop_to_min_abs_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.1608,0.2977,-0.1791,0.1788,layer_29
drop_to_min_abs_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.1565,0.2078,-0.1331,0.2418,layer_29
drop_to_min_abs_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.054,0.7612,-0.0504,0.7792,layer_29
drop_to_min_signed_ratio,accuracy_majority,0,per_ckpt,all,72,-0.0909,0.6773,-0.1093,0.5574,layer_29
drop_to_min_signed_ratio,overall_score,0,per_ckpt,all,72,0.0347,0.8561,0.0214,0.8971,layer_29
drop_to_min_signed_ratio,transfer_score,0,per_ckpt,all,72,0.0036,0.987,-0.0478,0.8232,layer_29
drop_to_min_signed_ratio,transfer_score_str,0,per_ckpt,all,72,-0.3493,0.0709,-0.3824,0.047,layer_29
drop_to_min_signed_ratio,overall_score_str,0,per_ckpt,all,72,-0.1307,0.4216,-0.1799,0.1289,layer_29
drop_to_min_signed_ratio,transfer_margin_str,0,per_ckpt,all,72,-0.0159,0.9471,-0.0749,0.7253,layer_29
drop_to_min_signed_ratio,overall_margin_str,0,per_ckpt,all,72,0.0471,0.7822,-0.0766,0.5504,layer_29
drop_to_min_signed_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.022,0.9441,-0.0342,0.8541,layer_29
drop_to_min_signed_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0855,0.6474,-0.0233,0.8711,layer_29
drop_to_min_signed_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1414,0.5175,-0.0689,0.7263,layer_29
drop_to_min_log_ratio,accuracy_majority,0,per_ckpt,all,72,-0.0909,0.6773,-0.0572,0.7832,layer_29
drop_to_min_log_ratio,overall_score,0,per_ckpt,all,72,0.0347,0.8561,0.0773,0.6993,layer_29
drop_to_min_log_ratio,transfer_score,0,per_ckpt,all,72,0.0036,0.987,-0.0237,0.9131,layer_29
