predictor,normalization,k,scope,checkpoint,n,spearman_r,spearman_p,pearson_r,pearson_p,layer
drop_over_recovery_abs_ratio,transfer_margin_str,0,per_ckpt,all,72,-0.1482,0.2937,-0.1512,0.3167,layer_29
drop_over_recovery_abs_ratio,overall_margin_str,0,per_ckpt,all,72,-0.0061,0.976,-0.0202,0.9191,layer_29
drop_over_recovery_abs_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.1317,0.2807,0.0206,0.8521,layer_29
drop_over_recovery_abs_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.0225,0.8232,0.0097,0.9191,layer_29
drop_over_recovery_abs_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.0741,0.5924,0.0423,0.7572,layer_29
drop_over_recovery_signed_ratio,accuracy_majority,0,per_ckpt,all,72,-0.0159,0.9271,-0.0199,0.9151,layer_29
drop_over_recovery_signed_ratio,overall_score,0,per_ckpt,all,72,0.0308,0.8911,0.0169,0.9461,layer_29
drop_over_recovery_signed_ratio,transfer_score,0,per_ckpt,all,72,0.0053,0.987,-0.0866,0.6474,layer_29
drop_over_recovery_signed_ratio,transfer_score_str,0,per_ckpt,all,72,-0.4419,0.007,-0.4356,0.013,layer_29
drop_over_recovery_signed_ratio,overall_score_str,0,per_ckpt,all,72,-0.0585,0.7183,-0.0038,0.979,layer_29
drop_over_recovery_signed_ratio,transfer_margin_str,0,per_ckpt,all,72,-0.3482,0.1708,-0.3829,0.1459,layer_29
drop_over_recovery_signed_ratio,overall_margin_str,0,per_ckpt,all,72,-0.0528,0.7702,-0.0534,0.7602,layer_29
drop_over_recovery_signed_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0297,0.9051,-0.036,0.8322,layer_29
drop_over_recovery_signed_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.048,0.7862,0.0643,0.6653,layer_29
drop_over_recovery_signed_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1278,0.5704,-0.1025,0.6054,layer_29
drop_over_recovery_log_ratio,accuracy_majority,0,per_ckpt,all,72,-0.0159,0.9271,-0.0141,0.9421,layer_29
drop_over_recovery_log_ratio,overall_score,0,per_ckpt,all,72,0.0308,0.8911,0.0513,0.8292,layer_29
drop_over_recovery_log_ratio,transfer_score,0,per_ckpt,all,72,0.0053,0.987,-0.0555,0.7792,layer_29
drop_over_recovery_log_ratio,transfer_score_str,0,per_ckpt,all,72,-0.4419,0.007,-0.4364,0.011,layer_29
drop_over_recovery_log_ratio,overall_score_str,0,per_ckpt,all,72,-0.0585,0.7183,-0.0004,0.998,layer_29
drop_over_recovery_log_ratio,transfer_margin_str,0,per_ckpt,all,72,-0.3482,0.1708,-0.3558,0.1588,layer_29
drop_over_recovery_log_ratio,overall_margin_str,0,per_ckpt,all,72,-0.0528,0.7702,-0.0439,0.8012,layer_29
drop_over_recovery_log_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0297,0.9051,-0.0338,0.8591,layer_29
drop_over_recovery_log_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.048,0.7862,0.0659,0.6533,layer_29
drop_over_recovery_log_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1278,0.5704,-0.1157,0.5485,layer_29
